league,champion,picked_count,games_count,pick_percent,ban_count,ban_percent,pick_or_ban,pick_ban_pct,pick_rate,ban_rate,win_count,win_percent
CBLOL,Kai'Sa,52.0,112.0,0.4642857142857143,41.0,0.36607142857142855,93.0,0.8303571428571429,46.42857142857143,36.607142857142854,30,0.5769230769230769
CBLOL,Kalista,4.0,112.0,0.03571428571428571,1.0,0.008928571428571428,5.0,0.044642857142857144,3.571428571428571,0.8928571428571428,2,0.5
CBLOL,Karma,2.0,112.0,0.017857142857142856,2.0,0.017857142857142856,4.0,0.03571428571428571,1.7857142857142856,1.7857142857142856,1,0.5
CBLOL,Karthus,2.0,112.0,0.017857142857142856,0.0,0.0,2.0,0.017857142857142856,1.7857142857142856,0.0,0,0.0
CBLOL,Kassadin,2.0,112.0,0.017857142857142856,1.0,0.008928571428571428,3.0,0.026785714285714284,1.7857142857142856,0.8928571428571428,1,0.5
CBLOL,Kayn,1.0,112.0,0.008928571428571428,0.0,0.0,1.0,0.008928571428571428,0.8928571428571428,0.0,1,1.0
CBLOL,Kennen,3.0,112.0,0.026785714285714284,2.0,0.017857142857142856,5.0,0.044642857142857144,2.6785714285714284,1.7857142857142856,2,0.6666666666666666
CBLOL,Kindred,3.0,112.0,0.026785714285714284,0.0,0.0,3.0,0.026785714285714284,2.6785714285714284,0.0,1,0.3333333333333333
CBLOL,LeBlanc,2.0,112.0,0.017857142857142856,4.0,0.03571428571428571,6.0,0.05357142857142857,1.7857142857142856,3.571428571428571,0,0.0
CBLOL,Lee Sin,1.0,112.0,0.008928571428571428,3.0,0.026785714285714284,4.0,0.03571428571428571,0.8928571428571428,2.6785714285714284,1,1.0
CBLOL,Leona,36.0,112.0,0.32142857142857145,13.0,0.11607142857142858,49.0,0.4375,32.142857142857146,11.607142857142858,25,0.6944444444444444
