id,mapAddress,name,License Type,Last Inspection Date,License Number
MjM5NTU5,14 WALTER CAREY ROAD SMITHFIELD RI 02917,SMITHFIELD SPORTSMAN CLUB,Seats -  Less than 50,01-25-2016,FSV14198
MjQ0NjY2,97 EAST MAIN STREET WEST WARWICK RI 02893,PORTUGUESE AMERICAN CITIZENS CLUB,Seats -  Less than 50,01-25-2016,FSV02562
MjYwMDMz,270 CENTRAL AVENUE JOHNSTON RI 02919,FM GLOBAL,Seats - 50 or More,01-25-2016,FSV27153
MjQ2NTQ4,120 WEST MAIN ROAD MIDDLETOWN RI 02842,RHEAS RESTAURANT,Seats - 50 or More,01-21-2016,FSV12597
NjEyMDA3,1000 BALD HILL RD WARWICK RI 02886,ZAMBRERO,Seats -  Less than 50,04-26-2018,FSV32582
NjEyMTg1,24 BROWN ST NORTH KINGSTOWN RI 02852,STORY OF FIT,Seats -  Less than 50,04-26-2018,FSV32447
NjEyMjAx,528 DEXTER ST CENTRAL FALLS RI 02863,NY DELI AND MINI MARKET,Cash Registers - 1-2,04-26-2018,MRK09092
NjYyODEy,1040 CHALKSTONE AVE PROVIDENCE RI 02908,ISLA BAR AND GRILL,Seats -  Less than 50,04-26-2018,FSV32716
NjYyODE5,436 MAIN ST WARREN RI 02885,QUENCH JUICERY,Seats -  Less than 50,04-26-2018,FSV32697
MjUyNDk5,960 BROAD STREET PROVIDENCE RI 02905,CVS PHARMACY NO 4796,Cash Registers - 6 or more ,01-21-2016,MRK06546
MjU4MTI2,15 VALLEY STREET PROVIDENCE RI 029090402,CHURCH OF THE MASTER,Food Service (Non-Profit),01-21-2016,FSV25669
MjU5MDI1,ST JOHN THE BAPTIST CHURCH PAWTUCKET RI 02860,HOSPITALITY HOUSE SOUP KITCHEN,Food Service (Non-Profit),01-20-2016,FSV26790
MjQyNDAw,95 TANNER AVENUE WARWICK RI 02886,WARWICK FOP LOUNGE,Seats - 50 or More,01-08-2016,FSV01815
MjUxNDM1,32 LAWN AVENUE PAWTUCKET RI 02860,SAINT ANTHONY'S CHURCH,Food Service (Non-Profit),01-07-2016,FSV21482
MjUxMTc1,20 CLAREMONT STREET CENTRAL FALLS RI 02863,CASEY CLUB,Food Service (Non-Profit),01-06-2016,FSV21500
MjQ0NTUw,668 WASHINGTON STREET COVENTRY RI 02816,COVENTRY TEEN CENTER,Food Service (Non-Profit),01-04-2016,FSV02116
MjQ4Mzk0,43 HILLSIDE ROAD CRANSTON RI 02920,SWEENOR'S CHOCOLATES INC,Cash Registers - 1-2,01-04-2016,MRK01700
MjU3MDUy,257 WASHINGTON STREET WEST WARWICK RI 02893,CAFE JERICHO,Seats -  Less than 50,01-04-2016,FSV26339
MjU5NDg1,600 DOUGLAS PIKE SMITHFIELD RI 02917,OCEAN STATE BAPTIST CHURCH,Food Service (Non-Profit),12-30-2015,FSV26519
MjQ3ODkz,1387 PLAINFIELD STREET JOHNSTON RI 02919,WALGREENS NO 03899,Cash Registers - 6 or more ,12-29-2015,MRK05674
MjQxMjQ3,17 ROSARIO DRIVE PROVIDENCE RI 02909,MADONNA DEL ROSARIO SOCIETY,Seats - 50 or More,12-21-2015,FSV16953
NDE0MTU2,135 SMITH AVE GREENVILLE RI 02828,APPLELAND ORCHARD LLC,Food Processor Retail - In-State,12-21-2015,FPR04503
MjYxNDMy,168 CAROLINA BACK ROAD CHARLESTOWN RI 02813,MEADOW BROOK INN,Caterer or Commissary,12-16-2015,FSV27678
MjY1Mjc4,52 MT PLEASANT AVE PROVIDENCE RI 02908,COPA SPORT BAR,Seats -  Less than 50,12-16-2015,FSV29846
MjYwNTAw,1583 ATWOOD AVENUE JOHNSTON RI 02919,WALGREENS NO 10476,Cash Registers - 6 or more ,12-15-2015,MRK07767
MjUwOTY5,329 GROSVENOR AVENUE EAST PROVIDENCE RI 02914,CAPE VERDEAN PROGRESSIVE CENTER,Seats - 50 or More,12-14-2015,FSV21228
MjYzMDM5,RHODE ISLAND TRAINING SCHOOL CRANSTON RI 02920,FARM FRESH RHODE ISLAND HARVEST KITCHEN PROGRAM,Food Processor (Non-Profit) ,12-10-2015,FPR03357
NDEzNzE5,112 SPRUCE ST PROVIDENCE RI 02903,CITY GIRL CUPCAKE,Food Processor Retail - In-State,12-08-2015,FPR04491
MjYxMjQ3,1993 PLAINFIELD PIKE JOHNSTON RI 02919,CVS PHARMACY NO 76,Cash Registers - 3-5 ,12-03-2015,MRK07928
MjM4Mzcw,805 CUMBERLAND HILL ROAD WOONSOCKET RI 02895,WILFREDS SEA FOOD INC,Food Processor Wholesale - In-State,11-23-2015,FPR02183
NDE0MDI1,524 MANTON AVE PROVIDENCE RI 02908,STATION ONE CONVENIENCE,Cash Registers - 1-2,11-19-2015,MRK08773
MjU5NDE2,2 VILLAGE WAY NORTH SMITHFIELD RI 02896,MEADOWS COMMUNITY ROOM,Food Service (Non-Profit),11-17-2015,FSV26466
MjY0MzI0,1583 PLAINFIELD PIKE JOHNSTON RI 02919,PIZZA PALACE,Caterer or Commissary,11-17-2015,FSV29330
MzU4MjE5,10 KEYES WAY WEST WARWICK RI 02893,COMFORT SUITES WEST WARWICK,"Resort, Lodging, Camp",11-16-2015,REC01265
MjM5NjI5,200 MISHNOCK ROAD WEST GREENWICH RI 02817,LAKE MISHNOCK GROVE INC,Seats - 50 or More,11-10-2015,FSV14334
MjYzMDMx,5680 POST ROAD CHARLESTOWN RI 02813,EAST WEST MARKET,Cash Registers - 1-2,11-10-2015,MRK08163
MzU4ODIx,33 JEFFERSON BLVD WARWICK RI 02888,BOBS MART GETTY,Cash Registers - 1-2,11-02-2015,MRK08766
MjYzNzI5,4115 AB OLD POST ROAD CHARLESTOWN RI 02813,GENERAL JOSEPH STANTON INN,Seats - 50 or More,10-29-2015,FSV29108
MjY0MzE5,3 DEXTER ST CUMBERLAND RI 02864,VALLEY CAFE,Seats -  Less than 50,10-28-2015,FSV29860
NDEzMzQz,235 GREENVILLE AVE JOHNSTON RI 02919,CAFE VINO,Seats -  Less than 50,10-20-2015,FSV30691
NDEzOTIy,649 WOONASQUATUCKET AVE NORTH PROVIDENCE RI 02911,IGLESIA EMBAJADA DE CRISTO EMBASSY OF CHRIST,Food Service (Non-Profit),10-20-2015,FSV31028
MjY0Mzg3,345 THAMES ST NEWPORT RI 02840,MIDTOWN OYSTER BAR,Mobile Food Service,10-18-2015,FSV29891
MzU4NzUy,411 THAMES ST BRISTOL RI 02809,QUITOS SHELLFISH AND RESTAURANT INC,Mobile Food Service,10-18-2015,FSV30473
NDEzNzQ2,622 GEORGE WASHINGTON HWY LINCOLN RI 02865,CW LANES AND GAMES,Mobile Food Service,10-17-2015,FSV31121
NDEzOTYx,36 BROADWAY NEWPORT RI 02840,BORU NOODLE BAR,Mobile Food Service,10-17-2015,FSV31038
MjY1Njgx,103 DIKE ST PROVIDENCE RI 02909,FETE MUSIC,Caterer or Commissary,10-14-2015,FSV30804
MjQzODE5,1606 NOOSENECK HILL ROAD COVENTRY RI 02816,MEALWORKS,Caterer or Commissary,10-13-2015,FSV19505
MjQwMDQx,604 SEVEN MILE ROAD SCITUATE RI 02831,SHEPHERD OF THE VALLEY,Food Service (Non-Profit),10-10-2015,FSV15138
MjQwMDQ1,SCITUATE ART FESTIVAL SCITUATE RI 02857,SCITUATE LIONS FOOD CONCESSION,Food Service (Non-Profit),10-10-2015,FSV15142
MjU4NDU5,144 DANIELSON PIKE SCITUATE RI 02857,ST JOSEPH CHURCH PARISH HALL,Food Service (Non-Profit),10-10-2015,FSV26025
MjYzNjg0,10 W HOWARD WHARF NEWPORT RI 02840,THE PIER RESTAURANT,Seats - 50 or More,10-09-2015,FSV28913
MjUxMTE5,26 MONUMENT SQUARE WOONSOCKET RI 02895,STADIUM THEATRE FOUNDATION,Food Service (Non-Profit),10-08-2015,FSV21452
MjQ3Njc1,25 PUTNAM PIKE JOHNSTON RI 02919,WALGREENS NO 03719,Cash Registers - 6 or more ,10-06-2015,MRK05453
MjYxNjgz,367 BELLEVUE AVENUE NEWPORT RI 02840,THE ELMS CARRIAGE HOUSE CAFE,Food Service (Non-Profit),10-06-2015,FSV27882
MjYxNjg1,596 BELLEVUE AVENUE NEWPORT RI 02840,THE TEA HOUSE AT MARBLE HOUSE,Food Service (Non-Profit),10-06-2015,FSV27881
NDEzNzA0,15 E BEACH RD CHARLESTOWN RI 02813,ST ANDREW LUTHERAN CHURCH,Food Service (Non-Profit),10-06-2015,FSV31894
MjU1NDUw,435 PINE STREET CENTRAL FALLS RI 02863,HACKERS PUB,Seats -  Less than 50,10-01-2015,FSV23911
MjQ2ODEy,4 POWER ROAD PAWTUCKET RI 02860,LOCAL HERO INC,Seats -  Less than 50,09-29-2015,FSV13204
MjU5NTY2,1386 ATWOOD AVENUE JOHNSTON RI 029194911,DOLLAR TREE NO. 03981,Cash Registers - 3-5 ,09-29-2015,MRK07625
MjQ0NzA5,476 RATHBUN STREET WOONSOCKET RI 02895,SAVINIS RESTAURANT,Seats - 50 or More,04-25-2018,FSV02737
MjQ1MTg4,141 PELHAM STREET NEWPORT RI 02840,ELKS LODGE 104,Seats -  Less than 50,04-25-2018,FSV04096
MjQ1Mjc3,51 NORTH PHILLIPS STREET EAST PROVIDENCE RI 02914,HOLY GHOST BENEFICIAL BROTHERHOOD OF RI,Seats - 50 or More,04-25-2018,FSV05262
MjQ2OTE5,80 HIGHLAND AVENUE EAST PROVIDENCE RI 02914,PAPA GINOS 409,Seats - 50 or More,04-25-2018,FSV13462
MjQ3MzAz,757 BROAD STREET PROVIDENCE RI 02907,PROVIDENCE MARKET INC,Cash Registers - 1-2,04-25-2018,MRK04933
MzU4ODcx,269 R GREENVILLE AVE JOHNSTON RI 02919,DESIGNER FOODS,Caterer or Commissary,09-28-2015,FSV30509
NDEzNzk2,DESIGNER FOODS  JOHNSTON RI 02919,TERRYS TASTY TREASURES LLC,Retail Food Peddler,09-28-2015,MRK08748
NDEzODAw,DESIGNER FOODS JOHNSTON RI 02919,TERRYS TASTY TREASURES LLC,Food Processor Retail - In-State,09-28-2015,FPR04425
NDEzODE0,727 CRANSTON ST PROVIDENCE RI 02907,FLOW LOUNGE,Seats - 50 or More,09-25-2015,FSV30980
NDEzODEx,1063 VICTORY HWY MAPLEVILLE RI 02839,OUR LADY OF GOOD HELP FOOD PANTRY,Food Service (Non-Profit),09-22-2015,FSV31000
NDEzNzEy,727 PENDLETON HILL RD VOLUNTOWN CT 06384,GET YOUR OWN DAMN SAUCE LLC,Mobile Food Service,09-18-2015,FSV31035
NDEzNzkx,99 BURNT HILL RD SCITUATE RI 02831,INDIAN ROCK FARM RI,Cash Registers - 1-2,09-18-2015,MRK08735
MzU4NjEz,TAVARES COMMUNITY CENTER PROVIDENCE RI 02908,CAPITAL CITY COMMUNITY CENTERS,Food Service (Non-Profit),09-17-2015,FSV30801
MjYyMzM3,63 HADWIN STREET CENTRAL FALLS RI 02863,HARKS HADWIN ST CAFE,Seats -  Less than 50,09-16-2015,FSV28284
MjYzMzY5,UNIT LC1 NEWPORT RI 02840,THE PORT,Seats - 50 or More,09-15-2015,FSV28795
NDEzODIx,25 ROYAL LITTLE DR PROVIDENCE RI 02904,PROVIDENCE SCHOOL DISTRICT STREET EATZ FOOD TRUCK,Food Service (Non-Profit),09-15-2015,FSV30985
MjYzNTc1,VEHICLE REGISTRATION 19468 EAST PROVIDENCE RI 02914,DELS LEMONADE,Mobile Food Service,09-12-2015,FSV28861
MjQ2ODc1,175 OAKLAWN AVENUE CRANSTON RI 02920,CHURCH OF THE ANNUNCIATION,Food Service (Non-Profit),09-11-2015,FSV13356
MjYzOTgy,26 PUTNAM PIKE JOHNSTON RI 02919,CVS PHARMACY NO. 2238,Cash Registers - 3-5 ,09-08-2015,MRK08326
MjYzNzMz,18 KINGSTOWN ROAD NARRAGANSETT RI 02882,COOL BEANS CAFE,Mobile Food Service,09-04-2015,FSV29258
MjUyMDIz,25B WAITES WHARF NEWPORT RI 02840,RIPTIDES,Seats - 50 or More,09-03-2015,FSV21759
MjUzMjU4,25A  WAITES WHARF NEWPORT RI 02840,"BOAT DOCKSIDE, THE",Seats - 50 or More,09-03-2015,FSV22588
MjQ1NzA4,SAYER'S WHARF NEWPORT RI 02840,OLDPORT MARINE SERVICES,Seats -  Less than 50,09-02-2015,FSV08274
MjUxNDA2,33 PAWTUCKET AVENUE PAWTUCKET RI 02860,PAWTUCKET AVENUE GREEK SOCIAL CLUB,Food Service (Non-Profit),09-02-2015,FSV21499
NDEzNzcy,1759 MINERAL SPRING AVE NORTH PROVIDENCE RI 02911,GENESIS GRILLE AND LOUNGE,Seats -  Less than 50,09-01-2015,FSV30968
MjQwNjI5,WILSON PARK NORTH KINGSTOWN RI 02852,WICKFORD LITTLE LEAGUE INC,Food Service (Non-Profit),08-31-2015,FSV16139
MjU2Mjk3,530 BROADWAY PAWTUCKET RI 02861,KCS TAP,Seats - 50 or More,08-27-2015,FSV24409
MjU2Mzcy,805 CHARLES STREET PROVIDENCE RI 02904,BORRELLIS BAKERY,Food Processor Wholesale - In-State,08-27-2015,FPR02775
MjYxNTgy,975 MAIN STREET WEST WARWICK RI 02893,FENS EXPRESS,Seats -  Less than 50,08-27-2015,FSV28090
MjUxNzYw,143 DANIELSON PIKE FOSTER RI 02825,LUCKY'S,Seats -  Less than 50,08-26-2015,FSV21701
NDEzNTc0,180 MORONEY RD PASCOAG RI 02859,ECHO LAKE CAMPGROUND,"Resort, Lodging, Camp",08-26-2015,REC01264
MjYyMjY0,55 SPICE BUSH TRAIL NARRAGANSETT RI 02882,EDDIE'S BBQ,Mobile Food Service,08-21-2015,FSV28187
MjY1OTkw,245 ESTEN AVE PAWTUCKET RI 02860,JUVENTUDE RI SOCIAL CLUB,Food Service (Non-Profit),08-19-2015,FSV30488
MzU4MTk5,200 BROADWAY NEWPORT RI 02840,PARLOR LLC,Seats - 50 or More,08-19-2015,FSV30171
NDEzNjc5,2077 W SHORE RD WARWICK RI 02889,RENEGADES,Seats -  Less than 50,08-19-2015,FSV30961
MjQ0NjEx,15 LAFAYETTE STREET JOHNSTON RI 02919,MARIA DELLA DIFESA SOCIETY,Seats - 50 or More,08-13-2015,FSV02386
MjYwNTg4,650 STONY LANE NORTH KINGSTOWN RI 02852,OCEAN STATE SOCCER SCHOOL,Food Service (Non-Profit),08-13-2015,FSV27203
NDEzNjc0,350 WATER ST WARREN RI 02885,STAND 4 A DIFFERENCE,Food Service (Non-Profit),08-12-2015,FSV30918
NDEzNDQx,180 FONDA RD WATERFORD NY 12188,WILD BILLS SODA,Mobile Food Service,08-07-2015,FSV30940
NDEzNjcy,13584 STATE RT 12 BOONVILLE NY 13309,VINO GELATO INC,Mobile Food Service,08-07-2015,FSV30944
MzU4NTY2,116 A DANIELSON PK FOSTER RI 02825,ST PAULS CHURCH FOOD BANK,Market (Non-Profit),08-06-2015,MRK08718
MjYzMzE2,816 PARK AVE CRANSTON RI 02910,SONIAS NEAR EAST MARKET AND DELI,Food Processor Wholesale - In-State,08-05-2015,FPR03400
MzU5MDgx,95 HATHAWAY CENTER PROVIDENCE RI 02907,INTERFAITH FOOD MINISTRY INC,Food Service (Non-Profit),07-31-2015,FSV30901
NDEzNTEz,601 WARWICK AVE WARWICK RI 02888,BRINIS WEENIES,Mobile Food Service,07-31-2015,FSV30906
MjYzMjY0,529 ATWELLS AVE PROVIDENCE RI 02909,NOLAN'S CORNER PUB,Seats -  Less than 50,07-30-2015,FSV28783
MjY0OTIy,11 OLNEYVILLE SQ PROVIDENCE RI 02909,11 OLNEYVILLE SQ,Seats -  Less than 50,07-30-2015,FSV30888
MjY2MDI2,255 WALNUT ST WEST BRIDGEWATER MA 02379,LINDLEY FOOD SERVICE,Caterer or Commissary,07-22-2015,FSV30617
MjQ4OTcz,900 CENTERVILLE ROAD WARWICK RI 02886,KENT COUNTY YMCA,"Resort, Lodging, Camp (Non-Profit)",07-21-2015,REC01124
MjQ5Nzc3,805 GREENWICH AVENUE WARWICK RI 02886,CONTINENTAL LITTLE LEAGUE OF WARWICK INC,Food Service (Non-Profit),07-21-2015,FSV20838
MjYzNTE2,361 MARVEL ST SWANSEA MA 02777,SIMCOCK FARM-MINI MOO MOOBILE ICE CREAM,Mobile Food Service,07-17-2015,FSV28906
MjY1NDcy,854 VICTORY HWY MAPLEVILLE RI 02839,BURRILLVILLE SEVENTH DAY ADVENTIST FOOD PANTRY,Market (Non-Profit),07-16-2015,MRK08702
MjQ5MDQx,688 SNAKE HILL ROAD GLOCESTER RI 02857,CAMP RUGGLES INC,"Resort, Lodging, Camp (Non-Profit)",07-14-2015,REC00342
MjU0MjI5,200 NIANTIC AVENUE PROVIDENCE RI 02907,RI COMMUNITY FOOD BANK,Food Processor (Non-Profit) ,07-14-2015,FPR02669
MjQwNjc4,315 SEA VIEW DRIVE WARWICK RI 02889,LITTLE RHODY BOAT CLUB,Food Service (Non-Profit),07-13-2015,FSV16217
NDEzMzcz,216 OCEAN AVE BLOCK ISLAND RI 02807,BLOCK ISLAND MARITIME INSTITUTE,Food Service (Non-Profit),07-08-2015,FSV30758
MjQ3NjE0,220 WARREN AVENUE EAST PROVIDENCE RI 02914,EAST PROV PORTUGUESE MARKET,Cash Registers - 1-2,04-25-2018,MRK05386
MjUwMjU5,ONE DIXON STREET WESTERLY RI 02891,WESTERLY LODGE OF ELKS NO 678,Food Service (Non-Profit),04-25-2018,FSV20283
MjUxMzM0,833-835 HOPE STREET PROVIDENCE RI 02906,NOT JUST SNACKS,Seats -  Less than 50,04-25-2018,FSV21493
MjUxNDAz,96 SLOCUM ROAD EXETER RI 02877,SLOCUM GRANGE NO 36,Food Service (Non-Profit),04-25-2018,FSV21512
MjU2Njk5,9 ST ELIZABETH STREET BRISTOL RI 02809,LINCOLN CLUB,Seats -  Less than 50,04-25-2018,FSV24810
MjM5NTc1,579 FRONT STREET WOONSOCKET RI 02895,RI DOLLS,Seats - 50 or More,07-07-2015,FSV14232
MjUxOTE4,REG 196655 PAWTUCKET RI 02860,PALAGI'S ICE CREAM NO 202,Mobile Food Service,07-05-2015,FSV21650
MjU0ODYy,REG. NO. 186765 PROVIDENCE RI 02908,NEW ENGLAND LEMONADE,Mobile Food Service,07-05-2015,FSV23624
MjYwODI0,72 SAYLES AVENUE WARWICK RI 02889,POPPYS GOURMET KETTLE CORN,Mobile Food Service,07-05-2015,FSV27313
MjYyMzg5,VEHICLE REG 109950/TRUCK 208 PAWTUCKET RI 02860,PALAGIS ICE CREAM,Mobile Food Service,07-05-2015,FSV28205
NDEzNDM4,691 MAIN ST  WARREN RI 02885,PALMS CATERING LLC,Caterer or Commissary,07-05-2015,FSV30730
MjYxNDY1,MINISTERIAL ROAD SOUTH KINGSTOWN RI 02892,KINGSTON'S CAMP INC,"Resort, Lodging, Camp",07-02-2015,REC01239
MjQyMjQ0,81 ST PAUL STREET NORTH SMITHFIELD RI 02896,BLACKSTONE MILLVILLE FOOD PANTRY,Food Service (Non-Profit),07-01-2015,FSV18000
MjM5MDc3,9 COURTLAND STREET PROVIDENCE RI 02909,FEDERAL HILL HOUSE ASSOCIATION,Food Service (Non-Profit),06-29-2015,FSV00655
MjYyNDYy,ONE EXCHANGE ST PROVIDENCE RI 02903,FLEMINGS PRIME STEAKHOUSE AND WINE BAR,Mobile Food Service,06-27-2015,FSV28370
MzU4MjIy,111 PROVIDENCE PLACE PROVIDENCE RI 02903,PF CHANGS CHINA BISTRO,Mobile Food Service,06-27-2015,FSV30216
NDEzNjQ0,29 MAGDALENE ST PROVIDENCE RI 02909,GOLDEN BOY HOT DOGS,Mobile Food Service,06-26-2015,FSV30838
NDEzMzUw,44 ROSEGARDEN ST WARWICK RI 02888,CAPTN COOLZ,Mobile Food Service,06-19-2015,FSV30824
MjY0MTMw,13 NARRAGANSETT AVE JAMESTOWN RI 02835,SIMPATICO JAMESTOWN,Seats - 50 or More,06-18-2015,FSV29465
MzU5MTQx,245 ALLENS AVE PROVIDENCE RI 02905,WILD ZEBRAS GENTLEMENS CLUB,Seats - 50 or More,06-18-2015,FSV30633
MzU4NjA3,1520 BROAD ST PROVIDENCE RI 02905,OPEN TABLE OF CHRIST UNITED METHODIST,Food Service (Non-Profit),06-16-2015,FSV30836
MjU3ODEx,351 THAMES STREET NEWPORT RI 02840,THE GRILL - FORTY ONE DEGREES NORTH,Seats - 50 or More,04-25-2018,FSV25562
MjU4NzE2,5600 POST ROAD EAST GREENWICH RI 02818,TS RESTAURANT,Seats - 50 or More,04-25-2018,FSV26075
MjYwOTY4,695 GEORGE WASHINGTON HIGHWAY LINCOLN RI 02865,COMPASS GROUP/EUREST DINING AT CVS CAREMARK,Seats - 50 or More,04-25-2018,FSV27391
MjYxNDQ5,METRO OFFICE PARK WARWICK RI 02886,EUREST DINING AT METRO OFFICE PARK,Seats - 50 or More,04-25-2018,FSV27722
MjYxNzkx,65 PONTIAC STREET WARWICK RI 02886,CLUB CIRCOLO DABORMIDA,Food Service (Non-Profit),04-25-2018,FSV27863
MjU2MzA3,12 EDDIE DOWLING HIGHWAY NORTH SMITHFIELD RI 02896,MCDONALDS,Seats - 50 or More,05-31-2018,FSV24465
MjU3Mzkx,150 NAYATT ROAD BARRINGTON RI 02806,RHODE ISLAND COUNTRY CLUB,Seats -  Less than 50,05-31-2018,FSV25992
MjU4ODc0,4120 MENDON ROAD CUMBERLAND RI 02864,DUNKIN DONUTS,Seats -  Less than 50,05-31-2018,FSV26140
MjYwODY0,962 CRANSTON STREET CRANSTON RI 02920,SUBWAY,Seats -  Less than 50,05-31-2018,FSV27369
MjYxMDMw,3 MARINA PLAZA GOAT ISLAND NEWPORT RI 02840,MARINA CAFE AND PUB,Seats - 50 or More,05-31-2018,FSV27445
MjYyNjM1,163 PROVIDENCE PLACE PROVIDENCE RI 02903,CAJUN LUAU,Seats -  Less than 50,04-25-2018,FSV28366
MjY1NTA3,115 CASS AVE WOONSOCKET RI 02895,LANDMARK MEDICAL CENTER,Seats - 50 or More,04-25-2018,FSV29911
MzU4NTUw,500 HOPE ST BRISTOL RI 02809,FRIENDS OF LINDEN PLACE,Food Service (Non-Profit),04-25-2018,FSV30355
MzU4NzI0,UNIT 1 NARRAGANSETT RI 02882,KINGSTON PIZZA  OF WESTERLY INC,Seats -  Less than 50,04-25-2018,FSV30484
NDE0MDE2,776 HOPE ST PROVIDENCE RI 02906,WARA WARA,Seats -  Less than 50,04-25-2018,FSV31205
NDE0MjMz,405 CUMBERLAND HILL RD WOONSOCKET RI 02895,GOTTAQ BBQ FOOD TRUCK AND CATERING,Caterer or Commissary,04-25-2018,FSV31209
NDE0NTYw,312 BROADWAY NEWPORT RI 02840,GATHER,Seats -  Less than 50,04-25-2018,FSV31393
NDE0Njk3,361 ACADEMY AVE PROVIDENCE RI 02908,AUGUSTA STREET KITCHEN,Seats -  Less than 50,04-25-2018,FSV32602
NjYyODE2,SLOCUM GRANGE HALL SAUNDERSTOWN RI 02874,PATS PASTURED,Food Processor Retail - In-State,04-25-2018,FPR04981
MjQ0Mzk3,141 VETERANS MEMORIAL DRIVE WARWICK RI 02886,HONEY DEW DONUTS,Seats -  Less than 50,04-24-2018,FSV20063
MjQ0Njcy,251 PIPPIN ORCHARD ROAD CRANSTON RI 02921,ALPINE COUNTRY CLUB INC,Seats - 50 or More,04-24-2018,FSV02587
MjQ3MTk2,71 EAST MAIN ROAD MIDDLETOWN RI 02842,SHAWS SUPERMARKET NO 192/7442,Cash Registers - 6 or more ,04-24-2018,MRK04694
MjQ3NTQw,186 COUNTY ROAD BARRINGTON RI 02806,SHAWS SUPERMARKET NO 176/7435,Cash Registers - 6 or more ,04-24-2018,MRK05292
MjQ4NTgy,131 WEBSTER AVENUE PROVIDENCE RI 02909,CVS PHARMACY NO 0994,Cash Registers - 3-5 ,04-24-2018,MRK03492
MjQ5NDY1,1775 BALD HILL ROAD WARWICK RI 02886,JACKIE'S CUPCAKE CAFE,Seats -  Less than 50,04-24-2018,FSV20223
MjUyNTMx,622 GEORGE WASHINGTON HIGHWAY LINCOLN RI 02865,OCEAN STATE JOB LOT,Cash Registers - 6 or more ,04-24-2018,MRK06589
MjUyNjU1,190 FRONT STREET LINCOLN RI 02865,PAM'S FRONT STREET GRILL INC,Seats -  Less than 50,04-24-2018,FSV22252
MjU1MjA0,95 WARREN AVENUE EAST PROVIDENCE RI 02914,SUN AND MOON KOREAN RESTAURANT,Seats -  Less than 50,04-24-2018,FSV23848
MjU1MzUz,99 FORTIN ROAD SOUTH KINGSTOWN RI 02881,CALIENTE,Seats -  Less than 50,04-24-2018,FSV24046
MjU2OTc5,CROSSING AT THE TOWERS SOUTH KINGSTOWN RI 02879,SUBWAY SANDWICHES AND SALADS,Seats -  Less than 50,04-24-2018,FSV25694
MjU3NzIz,1276 BALD HILL ROAD WARWICK RI 02886,CHILIS GRILL AND BAR,Seats - 50 or More,04-24-2018,FSV25551
MjU5MDgz,3986 OLD POST ROAD CHARLESTOWN RI 02813,FAMOUS PIZZA,Seats -  Less than 50,04-24-2018,FSV26367
MjYwMzk2,579 ATWELLS AVENUE PROVIDENCE RI 02909,VASILIOS PIZZA,Seats -  Less than 50,04-24-2018,FSV27016
MjYyMDMx,262 THAMES ST NEWPORT RI 02840,KILWINS CHOCOLATES AND ICE CREAM,Seats -  Less than 50,04-24-2018,FSV28223
MjYyMzY5,159 EAST MAIN ROAD MIDDLETOWN RI 02842,DUNKIN DONUTS,Seats -  Less than 50,04-24-2018,FSV28250
MjYzNzcx,2170 BROAD ST CRANSTON RI 02905,THE ELEPHANT ROOM,Seats -  Less than 50,04-24-2018,FSV30854
MjY0MTkz,SHAWS NO 192 SUSHI BAR MIDDLETOWN RI 02842,AFC SUSHI AT SHAWS NO 192,Food Processor Retail - In-State,04-24-2018,FPR03482
MjY0NDU3,946 ATWELLS AVE PROVIDENCE RI 02909,TASTE OF CHINA,Seats -  Less than 50,04-24-2018,FSV29348
MjY1ODY2,969 BROADWAY EAST PROVIDENCE RI 02914,PIEZONIS,Seats -  Less than 50,04-24-2018,FSV30018
MjY1OTI5,1073 MINERAL SPRING AVE NORTH PROVIDENCE RI 02904,DARLINGTON MEMORY LANE II,Seats - 50 or More,04-24-2018,FSV30085
NDEzNjk4,1000 BALD HILL RD WARWICK RI 02886,SMASHBURGER,Seats - 50 or More,04-24-2018,FSV31176
NDE0NjI5,334 WESTMINSTER ST PROVIDENCE RI 02903,TOMS BAO BAO,Seats - 50 or More,04-24-2018,FSV31756
NDE0Nzg4,633 N MAIN ST NORTH PROVIDENCE RI 02904,STARBUCKS COFFEE,Seats -  Less than 50,04-24-2018,FSV31769
NDE0OTkx,1049 PARK AVE CRANSTON RI 02910,PARK AVENUE SENIOR CARE INC,Seats - 50 or More,04-24-2018,FSV31608
NjEyMTY1,478 WATERMAN AVE EAST PROVIDENCE RI 02914,THE HUDDLE BAR AND GRILL,Seats -  Less than 50,04-24-2018,FSV32338
NjYyNTc4,333 WESTMINSTER ST 1ST FLR PROVIDENCE RI 02903,O BOY,Seats - 50 or More,04-24-2018,FSV32732
NjYyNzIz,166 JT COLLEN HWY NEWPORT RI 02840,CURRYLAND,Seats -  Less than 50,04-24-2018,FSV32639
MjM5NDUw,50 ADMIRAL STREET PROVIDENCE RI 02908,DUNKIN DONUTS,Seats -  Less than 50,04-23-2018,FSV13975
MjQwMjI5,1 CITIZENS PLAZA PROVIDENCE RI 02903,CAFE NUOVO INC,Seats - 50 or More,04-23-2018,FSV15450
MjQxMTY4,MEMORIAL UNION   ROOM 200 SOUTH KINGSTOWN RI 02881,193 DEGREES COFFEEHOUSE,Food Service (Non-Profit),04-23-2018,FSV16857
