Precinct Name,Precinct #,election,year,Total Votes,Election Day,Mail Ballots,Emergency,% - Mail,% - Turnout,turnout_rank
PAWTUCKET 2630,2630,general,2012,131,120,11,0.0,0.08396946564885496,0.6298076923076923,181.0
PAWTUCKET 2630,2630,general,2014,84,81,3,0.0,0.03571428571428571,0.4077669902912621,258.0
PAWTUCKET 2630,2630,general,2016,135,127,8,0.0,0.05925925925925926,0.625,189.0
PAWTUCKET 2630,2630,general,2018,105,102,3,0.0,0.02857142857142857,0.46255506607929514,266.0
PAWTUCKET 2630,2630,primary,2012,33,31,2,0.0,0.06060606060606061,0.16417910447761194,111.0
PAWTUCKET 2630,2630,primary,2014,50,46,4,0.0,0.08,0.24271844660194175,139.0
PAWTUCKET 2630,2630,primary,2016,26,26,0,0.0,0.0,0.12264150943396226,104.0
PAWTUCKET 2630,2630,primary,2020,37,24,11,2.0,0.2972972972972973,0.17452830188679244,84.0
PAWTUCKET 2631,2631,general,2014,278,256,22,0.0,0.07913669064748201,0.24558303886925795,389.0
PAWTUCKET 2631,2631,general,2016,612,555,57,0.0,0.09313725490196079,0.5070422535211268,317.0
PAWTUCKET 2631,2631,general,2018,404,359,45,0.0,0.11138613861386139,0.33114754098360655,352.0
PAWTUCKET 2631,2631,primary,2016,125,116,9,0.0,0.072,0.10513036164844407,137.0
PAWTUCKET 2631,2631,primary,2020,156,89,59,8.0,0.3782051282051282,0.13588850174216027,144.0
PORTSMOUTH 2701,2701,general,2012,102,88,14,0.0,0.13725490196078433,0.5828571428571429,251.0
PORTSMOUTH 2701,2701,general,2014,81,76,5,0.0,0.06172839506172839,0.45251396648044695,197.0
PORTSMOUTH 2701,2701,general,2016,107,90,17,0.0,0.1588785046728972,0.5691489361702128,274.0
PORTSMOUTH 2701,2701,general,2018,76,63,13,0.0,0.17105263157894737,0.4293785310734463,293.0
PORTSMOUTH 2701,2701,primary,2012,27,27,0,0.0,0.0,0.15168539325842698,134.0
PORTSMOUTH 2701,2701,primary,2014,32,32,0,0.0,0.0,0.17582417582417584,310.0
PORTSMOUTH 2701,2701,primary,2016,24,24,0,0.0,0.0,0.12698412698412698,96.0
PORTSMOUTH 2702,2702,general,2012,267,240,27,0.0,0.10112359550561797,0.7899408284023669,3.0
PORTSMOUTH 2702,2702,general,2014,203,195,8,0.0,0.03940886699507389,0.5901162790697675,12.0
PORTSMOUTH 2702,2702,general,2016,286,251,35,0.0,0.12237762237762238,0.7371134020618557,4.0
PORTSMOUTH 2702,2702,general,2018,252,236,16,0.0,0.06349206349206349,0.6412213740458015,12.0
PORTSMOUTH 2702,2702,primary,2012,39,39,0,0.0,0.0,0.11403508771929824,216.0
PORTSMOUTH 2702,2702,primary,2014,72,70,2,0.0,0.027777777777777776,0.21238938053097345,226.0
PORTSMOUTH 2702,2702,primary,2016,45,43,2,0.0,0.044444444444444446,0.11873350923482849,108.0
PORTSMOUTH 2703,2703,general,2012,1439,1348,91,0.0,0.06323835997220292,0.6671302735280482,108.0
PORTSMOUTH 2703,2703,general,2014,1007,973,34,0.0,0.033763654419066536,0.4606587374199451,183.0
PORTSMOUTH 2703,2703,general,2016,1472,1356,116,0.0,0.07880434782608696,0.6527716186252772,130.0
PORTSMOUTH 2703,2703,general,2018,1232,1128,104,0.0,0.08441558441558442,0.5335643135556518,147.0
PORTSMOUTH 2703,2703,primary,2012,225,218,7,0.0,0.03111111111111111,0.10455390334572491,245.0
PORTSMOUTH 2703,2703,primary,2014,388,373,15,0.0,0.03865979381443299,0.17830882352941177,306.0
PORTSMOUTH 2703,2703,primary,2016,193,188,5,0.0,0.025906735751295335,0.08768741481144934,177.0
PORTSMOUTH 2704,2704,general,2012,1996,1855,141,0.0,0.07064128256513026,0.6925746009715475,60.0
PORTSMOUTH 2704,2704,general,2014,1428,1366,62,0.0,0.04341736694677871,0.48406779661016947,148.0
PORTSMOUTH 2704,2704,general,2016,2090,1827,263,0.0,0.1258373205741627,0.6673052362707536,97.0
PORTSMOUTH 2704,2704,general,2018,1708,1560,148,0.0,0.08665105386416862,0.5339168490153173,146.0
PORTSMOUTH 2704,2704,primary,2012,251,243,8,0.0,0.03187250996015936,0.08724365658672228,287.0
PORTSMOUTH 2704,2704,primary,2014,522,500,22,0.0,0.0421455938697318,0.1782178217821782,307.0
PORTSMOUTH 2704,2704,primary,2016,189,177,12,0.0,0.06349206349206349,0.06219151036525173,263.0
PORTSMOUTH 2704,2704,primary,2020,540,199,292,49.0,0.5407407407407407,0.1559792027729636,119.0
PORTSMOUTH 2705,2705,general,2012,646,578,68,0.0,0.10526315789473684,0.6296296296296297,182.0
PORTSMOUTH 2705,2705,general,2014,475,433,42,0.0,0.08842105263157894,0.44351073762838467,210.0
PORTSMOUTH 2705,2705,general,2016,697,552,145,0.0,0.20803443328550933,0.5972579263067695,238.0
PORTSMOUTH 2705,2705,general,2018,560,479,81,0.0,0.14464285714285716,0.47217537942664417,248.0
PORTSMOUTH 2705,2705,primary,2012,89,83,6,0.0,0.06741573033707865,0.08751229105211406,286.0
PORTSMOUTH 2705,2705,primary,2014,185,169,16,0.0,0.08648648648648649,0.1750236518448439,312.0
PORTSMOUTH 2705,2705,primary,2016,58,46,12,0.0,0.20689655172413793,0.051418439716312055,304.0
PORTSMOUTH 2706,2706,general,2012,701,616,85,0.0,0.12125534950071326,0.7340314136125654,12.0
PORTSMOUTH 2706,2706,general,2014,575,527,48,0.0,0.08347826086956522,0.5879345603271984,14.0
PORTSMOUTH 2706,2706,general,2016,710,572,138,0.0,0.19436619718309858,0.7092907092907093,20.0
PORTSMOUTH 2706,2706,general,2018,617,548,69,0.0,0.11183144246353323,0.5915627996164909,47.0
PORTSMOUTH 2706,2706,primary,2012,85,82,3,0.0,0.03529411764705882,0.08790072388831438,285.0
PORTSMOUTH 2706,2706,primary,2014,226,217,9,0.0,0.03982300884955752,0.23419689119170983,169.0
PORTSMOUTH 2706,2706,primary,2016,104,94,10,0.0,0.09615384615384616,0.10590631364562118,134.0
PORTSMOUTH 2707,2707,general,2012,2014,1848,166,0.0,0.08242303872889771,0.7084066127330285,31.0
PORTSMOUTH 2707,2707,general,2014,1565,1477,88,0.0,0.05623003194888179,0.5357754193769257,60.0
PORTSMOUTH 2707,2707,general,2016,2135,1801,334,0.0,0.15644028103044497,0.6821086261980831,60.0
PORTSMOUTH 2707,2707,general,2018,1765,1587,178,0.0,0.1008498583569405,0.5596068484464173,105.0
PORTSMOUTH 2707,2707,primary,2012,278,274,4,0.0,0.014388489208633094,0.09774964838255977,261.0
PORTSMOUTH 2707,2707,primary,2014,556,528,28,0.0,0.050359712230215826,0.1919226786330687,276.0
PORTSMOUTH 2707,2707,primary,2016,253,241,12,0.0,0.04743083003952569,0.08265272786671023,195.0
PORTSMOUTH 2708,2708,general,2012,2063,1877,186,0.0,0.09015996122152206,0.714582611707655,24.0
PORTSMOUTH 2708,2708,general,2014,1637,1539,98,0.0,0.05986560781918143,0.5473085924439987,41.0
PORTSMOUTH 2708,2708,general,2016,2170,1812,358,0.0,0.16497695852534563,0.6955128205128205,38.0
PORTSMOUTH 2708,2708,general,2018,1793,1591,202,0.0,0.11266034578918015,0.5594383775351014,106.0
PORTSMOUTH 2708,2708,primary,2012,264,257,7,0.0,0.026515151515151516,0.09176225234619395,274.0
PORTSMOUTH 2708,2708,primary,2014,607,580,27,0.0,0.044481054365733116,0.20534506089309879,244.0
PORTSMOUTH 2708,2708,primary,2016,332,309,23,0.0,0.06927710843373494,0.10931840632202831,128.0
PORTSMOUTH 2708,2708,primary,2020,952,260,570,122.0,0.5987394957983193,0.164336267909546,100.0
PROVIDENCE 2801,2801,general,2012,143,138,5,0.0,0.03496503496503497,0.5416666666666666,305.0
PROVIDENCE 2801,2801,general,2014,141,127,14,0.0,0.09929078014184398,0.48788927335640137,143.0
PROVIDENCE 2801,2801,general,2016,170,167,3,0.0,0.01764705882352941,0.5059523809523809,318.0
PROVIDENCE 2801,2801,general,2018,144,142,2,0.0,0.013888888888888888,0.4222873900293255,299.0
PROVIDENCE 2801,2801,primary,2012,70,69,1,0.0,0.014285714285714285,0.2702702702702703,9.0
PROVIDENCE 2801,2801,primary,2014,107,103,4,0.0,0.037383177570093455,0.3862815884476534,10.0
PROVIDENCE 2801,2801,primary,2016,73,73,0,0.0,0.0,0.2260061919504644,22.0
PROVIDENCE 2801,2801,primary,2020,53,41,12,0.0,0.22641509433962265,0.17263843648208468,88.0
PROVIDENCE 2802,2802,general,2012,191,175,16,0.0,0.08376963350785341,0.3276157804459691,405.0
PROVIDENCE 2802,2802,general,2014,165,159,6,0.0,0.03636363636363636,0.27049180327868855,375.0
PROVIDENCE 2802,2802,general,2016,242,216,26,0.0,0.10743801652892562,0.35958395245170877,402.0
PROVIDENCE 2802,2802,general,2018,215,185,30,0.0,0.13953488372093023,0.30758226037195996,362.0
PROVIDENCE 2802,2802,primary,2012,52,52,0,0.0,0.0,0.09171075837742504,275.0
PROVIDENCE 2802,2802,primary,2014,117,106,11,0.0,0.09401709401709402,0.19630872483221476,261.0
PROVIDENCE 2802,2802,primary,2016,25,25,0,0.0,0.0,0.03816793893129771,349.0
PROVIDENCE 2803,2803,general,2012,1300,1216,84,0.0,0.06461538461538462,0.49961568024596464,340.0
PROVIDENCE 2803,2803,general,2014,1088,1024,64,0.0,0.058823529411764705,0.40657698056801195,261.0
PROVIDENCE 2803,2803,general,2016,1416,1269,147,0.0,0.1038135593220339,0.4908145580589255,330.0
PROVIDENCE 2803,2803,general,2018,1222,1112,110,0.0,0.09001636661211129,0.42342342342342343,298.0
PROVIDENCE 2803,2803,primary,2012,453,447,6,0.0,0.013245033112582781,0.1779261586802828,84.0
PROVIDENCE 2803,2803,primary,2014,701,661,40,0.0,0.05706134094151213,0.26613515565679574,82.0
PROVIDENCE 2803,2803,primary,2016,194,188,6,0.0,0.030927835051546393,0.06980928391507736,238.0
PROVIDENCE 2804,2804,general,2012,463,448,15,0.0,0.032397408207343416,0.18609324758842444,414.0
PROVIDENCE 2804,2804,general,2014,228,222,6,0.0,0.02631578947368421,0.08629825889477669,420.0
PROVIDENCE 2804,2804,general,2016,580,536,44,0.0,0.07586206896551724,0.19581363943281566,421.0
PROVIDENCE 2804,2804,general,2018,393,382,11,0.0,0.027989821882951654,0.12584053794428435,422.0
PROVIDENCE 2804,2804,primary,2012,60,59,1,0.0,0.016666666666666666,0.025651988029072252,399.0
PROVIDENCE 2804,2804,primary,2014,85,77,8,0.0,0.09411764705882353,0.03266717909300538,410.0
PROVIDENCE 2804,2804,primary,2016,54,54,0,0.0,0.0,0.01946647440519106,406.0
PROVIDENCE 2805,2805,general,2012,1736,1598,138,0.0,0.07949308755760369,0.653122648607976,131.0
PROVIDENCE 2805,2805,general,2014,1532,1441,91,0.0,0.05939947780678851,0.5603511338697879,34.0
PROVIDENCE 2805,2805,general,2016,1867,1673,194,0.0,0.10391001606855918,0.6484890587009379,137.0
PROVIDENCE 2805,2805,general,2018,1705,1570,135,0.0,0.07917888563049853,0.5893536121673004,51.0
PROVIDENCE 2805,2805,primary,2012,760,733,27,0.0,0.035526315789473684,0.28798787419477073,6.0
PROVIDENCE 2805,2805,primary,2014,1074,1013,61,0.0,0.056797020484171325,0.4008958566629339,8.0
PROVIDENCE 2805,2805,primary,2016,322,315,7,0.0,0.021739130434782608,0.11595246669067338,117.0
PROVIDENCE 2806,2806,general,2012,131,117,14,0.0,0.10687022900763359,0.532520325203252,314.0
PROVIDENCE 2806,2806,general,2014,96,88,8,0.0,0.08333333333333333,0.375,295.0
PROVIDENCE 2806,2806,general,2016,126,114,12,0.0,0.09523809523809523,0.46494464944649444,345.0
PROVIDENCE 2806,2806,general,2018,116,103,13,0.0,0.11206896551724138,0.43609022556390975,287.0
PROVIDENCE 2806,2806,primary,2012,38,34,4,0.0,0.10526315789473684,0.16033755274261605,118.0
PROVIDENCE 2806,2806,primary,2014,67,65,2,0.0,0.029850746268656716,0.27125506072874495,74.0
PROVIDENCE 2806,2806,primary,2016,15,15,0,0.0,0.0,0.056179775280898875,283.0
PROVIDENCE 2807,2807,general,2012,1,1,0,0.0,0.0,0.2,413.0
PROVIDENCE 2807,2807,general,2014,0,0,0,0.0,,0.0,421.0
PROVIDENCE 2807,2807,general,2016,4,3,1,0.0,0.25,0.4,384.0
PROVIDENCE 2807,2807,general,2018,1,1,0,0.0,0.0,0.08333333333333333,423.0
PROVIDENCE 2807,2807,primary,2012,0,0,0,0.0,,0.0,400.0
PROVIDENCE 2807,2807,primary,2014,0,0,0,0.0,,0.0,411.0
PROVIDENCE 2807,2807,primary,2016,2,2,0,0.0,0.0,0.2222222222222222,23.0
PROVIDENCE 2807,2807,primary,2020,0,0,0,0.0,,0.0,282.0
PROVIDENCE 2808,2808,general,2012,1103,1032,71,0.0,0.0643699002719855,0.4727818259751393,357.0
PROVIDENCE 2808,2808,general,2014,873,813,60,0.0,0.06872852233676977,0.3591114767585356,307.0
PROVIDENCE 2808,2808,general,2016,1244,1099,145,0.0,0.11655948553054662,0.46907993966817496,342.0
PROVIDENCE 2808,2808,general,2018,1100,1007,93,0.0,0.08454545454545455,0.41384499623777277,311.0
PROVIDENCE 2808,2808,primary,2012,316,307,9,0.0,0.028481012658227847,0.1370338248048569,163.0
PROVIDENCE 2808,2808,primary,2014,543,508,35,0.0,0.06445672191528545,0.22988992379339543,173.0
PROVIDENCE 2808,2808,primary,2016,181,169,12,0.0,0.06629834254143646,0.07123179850452578,234.0
PROVIDENCE 2809,2809,general,2012,1356,1246,110,0.0,0.08112094395280237,0.4653397391901167,362.0
PROVIDENCE 2809,2809,general,2014,1070,1007,63,0.0,0.058878504672897194,0.34876140808344197,315.0
PROVIDENCE 2809,2809,general,2016,1495,1384,111,0.0,0.07424749163879599,0.44613548194568786,354.0
PROVIDENCE 2809,2809,general,2018,1326,1230,96,0.0,0.07239819004524888,0.39,323.0
PROVIDENCE 2809,2809,primary,2012,430,414,16,0.0,0.037209302325581395,0.1515685583362707,135.0
PROVIDENCE 2809,2809,primary,2014,696,667,29,0.0,0.041666666666666664,0.2308457711442786,172.0
PROVIDENCE 2809,2809,primary,2016,207,200,7,0.0,0.033816425120772944,0.06515580736543909,252.0
PROVIDENCE 2810,2810,general,2012,53,48,5,0.0,0.09433962264150944,0.28342245989304815,410.0
PROVIDENCE 2810,2810,general,2014,44,38,6,0.0,0.13636363636363635,0.20754716981132076,410.0
PROVIDENCE 2810,2810,general,2016,64,57,7,0.0,0.109375,0.29493087557603687,415.0
PROVIDENCE 2810,2810,general,2018,76,70,6,0.0,0.07894736842105263,0.3076923076923077,361.0
PROVIDENCE 2810,2810,primary,2012,15,15,0,0.0,0.0,0.07894736842105263,312.0
PROVIDENCE 2810,2810,primary,2014,31,28,3,0.0,0.0967741935483871,0.14903846153846154,361.0
PROVIDENCE 2810,2810,primary,2016,12,12,0,0.0,0.0,0.05555555555555555,285.0
PROVIDENCE 2810,2810,primary,2020,33,10,20,3.0,0.6060606060606061,0.12452830188679245,169.0
PROVIDENCE 2811,2811,general,2012,1017,950,67,0.0,0.06588003933136677,0.46502057613168724,363.0
PROVIDENCE 2811,2811,general,2014,657,590,67,0.0,0.1019786910197869,0.2675081433224756,377.0
PROVIDENCE 2811,2811,general,2016,1075,995,80,0.0,0.07441860465116279,0.3887884267631103,386.0
PROVIDENCE 2811,2811,general,2018,681,621,60,0.0,0.0881057268722467,0.24817784256559766,398.0
PROVIDENCE 2811,2811,primary,2012,229,199,30,0.0,0.13100436681222707,0.10631383472609099,239.0
PROVIDENCE 2811,2811,primary,2014,347,303,44,0.0,0.12680115273775217,0.1454316848281643,367.0
PROVIDENCE 2811,2811,primary,2016,160,142,18,0.0,0.1125,0.05930318754633061,270.0
PROVIDENCE 2811,2811,primary,2020,708,472,212,24.0,0.2994350282485876,0.08629936616284739,228.0
PROVIDENCE 2812,2812,general,2012,825,804,21,0.0,0.025454545454545455,0.4252577319587629,383.0
PROVIDENCE 2812,2812,general,2014,650,612,38,0.0,0.05846153846153846,0.296127562642369,357.0
PROVIDENCE 2812,2812,general,2016,1003,975,28,0.0,0.027916251246261216,0.4013605442176871,381.0
PROVIDENCE 2812,2812,general,2018,765,742,23,0.0,0.030065359477124184,0.2893343419062027,377.0
PROVIDENCE 2812,2812,primary,2012,200,194,6,0.0,0.03,0.10432968179447052,246.0
PROVIDENCE 2812,2812,primary,2014,338,325,13,0.0,0.038461538461538464,0.16095238095238096,346.0
PROVIDENCE 2812,2812,primary,2016,191,181,10,0.0,0.05235602094240838,0.07799101674152716,213.0
PROVIDENCE 2813,2813,general,2012,586,566,20,0.0,0.034129692832764506,0.39514497639919083,391.0
PROVIDENCE 2813,2813,general,2014,426,410,16,0.0,0.03755868544600939,0.24595842956120093,386.0
PROVIDENCE 2813,2813,general,2016,715,703,12,0.0,0.016783216783216783,0.3618421052631579,399.0
PROVIDENCE 2813,2813,general,2018,509,498,11,0.0,0.021611001964636542,0.24829268292682927,397.0
PROVIDENCE 2813,2813,primary,2012,141,140,1,0.0,0.0070921985815602835,0.0975103734439834,262.0
PROVIDENCE 2813,2813,primary,2014,228,220,8,0.0,0.03508771929824561,0.13620071684587814,379.0
PROVIDENCE 2813,2813,primary,2016,107,105,2,0.0,0.018691588785046728,0.05509783728115345,288.0
PROVIDENCE 2814,2814,general,2012,447,427,20,0.0,0.0447427293064877,0.44789579158316634,368.0
PROVIDENCE 2814,2814,general,2014,320,287,33,0.0,0.103125,0.2839396628216504,364.0
PROVIDENCE 2814,2814,general,2016,525,490,35,0.0,0.06666666666666667,0.4032258064516129,379.0
PROVIDENCE 2814,2814,general,2018,359,324,35,0.0,0.09749303621169916,0.2732115677321157,385.0
PROVIDENCE 2814,2814,primary,2012,99,92,7,0.0,0.0707070707070707,0.10030395136778116,257.0
PROVIDENCE 2814,2814,primary,2014,161,148,13,0.0,0.08074534161490683,0.1473010064043916,364.0
PROVIDENCE 2814,2814,primary,2016,91,86,5,0.0,0.054945054945054944,0.07297514033680834,229.0
PROVIDENCE 2815,2815,general,2012,1036,948,88,0.0,0.08494208494208494,0.680236375574524,78.0
PROVIDENCE 2815,2815,general,2014,927,874,53,0.0,0.05717367853290183,0.5930902111324377,11.0
PROVIDENCE 2815,2815,general,2016,1068,957,111,0.0,0.10393258426966293,0.6492401215805471,136.0
PROVIDENCE 2815,2815,general,2018,960,886,74,0.0,0.07708333333333334,0.5871559633027523,57.0
PROVIDENCE 2815,2815,primary,2012,426,417,9,0.0,0.02112676056338028,0.28063241106719367,8.0
PROVIDENCE 2815,2815,primary,2014,705,681,24,0.0,0.03404255319148936,0.45690213869086194,3.0
PROVIDENCE 2815,2815,primary,2016,194,190,4,0.0,0.020618556701030927,0.11953173136167591,107.0
PROVIDENCE 2816,2816,general,2012,1858,1712,146,0.0,0.07857911733046287,0.6586316908897554,121.0
PROVIDENCE 2816,2816,general,2014,1615,1510,105,0.0,0.06501547987616099,0.5412198391420912,53.0
PROVIDENCE 2816,2816,general,2016,2070,1863,207,0.0,0.1,0.6404702970297029,153.0
PROVIDENCE 2816,2816,general,2018,1885,1723,162,0.0,0.08594164456233422,0.592394720301697,45.0
PROVIDENCE 2816,2816,primary,2012,738,720,18,0.0,0.024390243902439025,0.2648959081119885,10.0
PROVIDENCE 2816,2816,primary,2014,1172,1129,43,0.0,0.03668941979522184,0.4016449623029472,7.0
PROVIDENCE 2816,2816,primary,2016,336,315,21,0.0,0.0625,0.10810810810810811,132.0
PROVIDENCE 2817,2817,general,2012,1919,1833,86,0.0,0.044815007816571134,0.6435278336686787,157.0
PROVIDENCE 2817,2817,general,2014,1631,1541,90,0.0,0.05518087063151441,0.531270358306189,68.0
PROVIDENCE 2817,2817,general,2016,1974,1785,189,0.0,0.09574468085106383,0.6130434782608696,210.0
PROVIDENCE 2817,2817,general,2018,1892,1747,145,0.0,0.07663847780126849,0.5850340136054422,62.0
PROVIDENCE 2817,2817,primary,2012,769,754,15,0.0,0.01950585175552666,0.26245733788395903,11.0
PROVIDENCE 2817,2817,primary,2014,1224,1183,41,0.0,0.03349673202614379,0.4035608308605341,5.0
PROVIDENCE 2817,2817,primary,2016,368,356,12,0.0,0.03260869565217391,0.11641885479278709,114.0
PROVIDENCE 2818,2818,general,2012,1715,1626,89,0.0,0.051895043731778424,0.5185969156335047,327.0
PROVIDENCE 2818,2818,general,2014,740,673,67,0.0,0.09054054054054055,0.33621081326669694,327.0
PROVIDENCE 2818,2818,general,2016,1192,1078,114,0.0,0.09563758389261745,0.47207920792079205,339.0
PROVIDENCE 2818,2818,general,2018,959,881,78,0.0,0.08133472367049009,0.36617029400534556,332.0
PROVIDENCE 2818,2818,primary,2012,442,428,14,0.0,0.03167420814479638,0.13671512527064647,164.0
PROVIDENCE 2818,2818,primary,2014,495,454,41,0.0,0.08282828282828283,0.2296983758700696,176.0
PROVIDENCE 2818,2818,primary,2016,218,211,7,0.0,0.03211009174311927,0.09004543577034284,172.0
PROVIDENCE 2818,2818,primary,2020,731,417,264,50.0,0.36114911080711354,0.1873878492694181,72.0
PROVIDENCE 2819,2819,general,2012,1301,1231,70,0.0,0.053804765564950036,0.5831465710443747,249.0
PROVIDENCE 2819,2819,general,2014,1124,1048,76,0.0,0.06761565836298933,0.4658101947782843,176.0
PROVIDENCE 2819,2819,general,2016,1486,1307,179,0.0,0.12045760430686406,0.5744105141090066,266.0
PROVIDENCE 2819,2819,general,2018,1146,1060,86,0.0,0.07504363001745201,0.4298574643660915,292.0
PROVIDENCE 2819,2819,primary,2012,352,334,18,0.0,0.05113636363636364,0.1579183490354419,121.0
PROVIDENCE 2819,2819,primary,2014,640,592,48,0.0,0.075,0.26992830029523407,78.0
PROVIDENCE 2819,2819,primary,2016,509,477,32,0.0,0.06286836935166994,0.20039370078740157,29.0
PROVIDENCE 2819,2819,primary,2020,338,192,139,7.0,0.41124260355029585,0.13525410164065627,146.0
PROVIDENCE 2820,2820,general,2012,164,149,15,0.0,0.09146341463414634,0.5359477124183006,312.0
PROVIDENCE 2820,2820,general,2014,161,146,15,0.0,0.09316770186335403,0.4666666666666667,171.0
PROVIDENCE 2820,2820,general,2016,229,175,54,0.0,0.23580786026200873,0.5902061855670103,248.0
PROVIDENCE 2820,2820,general,2018,143,128,15,0.0,0.1048951048951049,0.3793103448275862,328.0
PROVIDENCE 2820,2820,primary,2012,52,46,6,0.0,0.11538461538461539,0.16938110749185667,103.0
PROVIDENCE 2820,2820,primary,2014,90,79,11,0.0,0.12222222222222222,0.2702702702702703,75.0
PROVIDENCE 2820,2820,primary,2016,88,75,13,0.0,0.14772727272727273,0.23655913978494625,21.0
PROVIDENCE 2820,2820,primary,2020,283,180,88,15.0,0.31095406360424027,0.11508743391622611,186.0
PROVIDENCE 2821,2821,general,2012,906,875,31,0.0,0.03421633554083885,0.4994487320837927,341.0
PROVIDENCE 2821,2821,general,2014,658,616,42,0.0,0.06382978723404255,0.335030549898167,329.0
PROVIDENCE 2821,2821,general,2016,1020,909,111,0.0,0.10882352941176471,0.45863309352517984,347.0
PROVIDENCE 2821,2821,general,2018,732,699,33,0.0,0.045081967213114756,0.32375055285272003,355.0
PROVIDENCE 2821,2821,primary,2012,195,189,6,0.0,0.03076923076923077,0.1092436974789916,230.0
PROVIDENCE 2821,2821,primary,2014,356,340,16,0.0,0.0449438202247191,0.1844559585492228,292.0
PROVIDENCE 2821,2821,primary,2016,252,243,9,0.0,0.03571428571428571,0.11742777260018639,110.0
PROVIDENCE 2822,2822,general,2012,191,173,18,0.0,0.09424083769633508,0.39300411522633744,392.0
PROVIDENCE 2822,2822,general,2014,151,136,15,0.0,0.09933774834437085,0.25900514579759865,384.0
PROVIDENCE 2822,2822,general,2016,247,238,9,0.0,0.03643724696356275,0.35135135135135137,404.0
PROVIDENCE 2822,2822,general,2018,174,165,9,0.0,0.05172413793103448,0.23418573351278602,402.0
PROVIDENCE 2822,2822,primary,2012,40,34,6,0.0,0.15,0.0851063829787234,295.0
PROVIDENCE 2822,2822,primary,2014,81,69,12,0.0,0.14814814814814814,0.14285714285714285,370.0
PROVIDENCE 2822,2822,primary,2016,60,50,10,0.0,0.16666666666666666,0.08771929824561403,176.0
PROVIDENCE 2822,2822,primary,2020,44,28,16,0.0,0.36363636363636365,0.06162464985994398,271.0
PROVIDENCE 2823,2823,general,2012,1090,1058,32,0.0,0.029357798165137616,0.4085457271364318,387.0
PROVIDENCE 2823,2823,general,2014,903,748,155,0.0,0.1716500553709856,0.2979214780600462,355.0
PROVIDENCE 2823,2823,general,2016,1284,1188,96,0.0,0.07476635514018691,0.38362712877203464,388.0
PROVIDENCE 2823,2823,general,2018,945,799,146,0.0,0.1544973544973545,0.2814175104228708,382.0
PROVIDENCE 2823,2823,primary,2012,320,302,18,0.0,0.05625,0.12213740458015267,191.0
PROVIDENCE 2823,2823,primary,2014,661,577,84,0.0,0.12708018154311648,0.22513623978201636,190.0
PROVIDENCE 2823,2823,primary,2016,414,334,80,0.0,0.1932367149758454,0.12614259597806216,98.0
PROVIDENCE 2824,2824,general,2012,1389,1334,55,0.0,0.03959683225341973,0.5010822510822511,337.0
PROVIDENCE 2824,2824,general,2014,1119,993,126,0.0,0.1126005361930295,0.3690633245382586,300.0
PROVIDENCE 2824,2824,general,2016,1548,1442,106,0.0,0.06847545219638243,0.4672502263809236,343.0
PROVIDENCE 2824,2824,general,2018,1298,1140,158,0.0,0.12172573189522343,0.3897897897897898,324.0
PROVIDENCE 2824,2824,primary,2012,406,388,18,0.0,0.04433497536945813,0.14910025706940874,143.0
PROVIDENCE 2824,2824,primary,2014,810,696,114,0.0,0.14074074074074075,0.2733715828552143,70.0
PROVIDENCE 2824,2824,primary,2016,466,367,99,0.0,0.21244635193133046,0.14334051061211936,69.0
PROVIDENCE 2825,2825,general,2012,197,185,12,0.0,0.06091370558375635,0.4147368421052632,386.0
PROVIDENCE 2825,2825,general,2014,162,146,16,0.0,0.09876543209876543,0.28125,367.0
PROVIDENCE 2825,2825,general,2016,230,216,14,0.0,0.06086956521739131,0.36106750392464676,400.0
PROVIDENCE 2825,2825,general,2018,135,128,7,0.0,0.05185185185185185,0.21565495207667731,411.0
PROVIDENCE 2825,2825,primary,2012,43,38,5,0.0,0.11627906976744186,0.09052631578947369,279.0
PROVIDENCE 2825,2825,primary,2014,112,92,20,0.0,0.17857142857142858,0.20326678765880218,247.0
PROVIDENCE 2825,2825,primary,2016,32,30,2,0.0,0.0625,0.05063291139240506,308.0
PROVIDENCE 2826,2826,general,2012,1059,1006,53,0.0,0.05004721435316336,0.4592367736339983,364.0
PROVIDENCE 2826,2826,general,2014,794,697,97,0.0,0.12216624685138538,0.3149543831812773,347.0
PROVIDENCE 2826,2826,general,2016,1230,1124,106,0.0,0.08617886178861789,0.4296192804750262,364.0
PROVIDENCE 2826,2826,general,2018,839,749,90,0.0,0.10727056019070322,0.29490333919156414,373.0
PROVIDENCE 2826,2826,primary,2012,354,336,18,0.0,0.05084745762711865,0.1562224183583407,124.0
PROVIDENCE 2826,2826,primary,2014,600,573,27,0.0,0.045,0.2413515687851971,142.0
PROVIDENCE 2826,2826,primary,2016,359,322,37,0.0,0.10306406685236769,0.1280770602925437,90.0
PROVIDENCE 2826,2826,primary,2020,693,414,253,26.0,0.36507936507936506,0.09345920431557653,216.0
PROVIDENCE 2827,2827,general,2012,1142,1113,29,0.0,0.025394045534150613,0.45771543086172345,365.0
PROVIDENCE 2827,2827,general,2014,904,810,94,0.0,0.10398230088495575,0.32193732193732194,340.0
PROVIDENCE 2827,2827,general,2016,1279,1238,41,0.0,0.03205629397967162,0.4170198891424845,373.0
PROVIDENCE 2827,2827,general,2018,950,825,125,0.0,0.13157894736842105,0.3161397670549085,358.0
