City/Town,election,year,Total Votes,Election Day,Mail Ballots,Emergency,% - Mail,% - Turnout,turnout_rank
RICHMOND,primary,2014,1160,1143,17,0.0,0.014655172413793103,0.31461893138052616,1.0
RICHMOND,primary,2016,496,491,5,0.0,0.010080645161290322,0.08010335917312661,17.0
RICHMOND,primary,2020,541,277,211,53.0,0.3900184842883549,0.08221884498480243,29.0
SCITUATE,general,2010,4784,4623,161,0.0,0.03365384615384615,0.5768025078369906,4.0
SCITUATE,general,2012,5810,5455,355,0.0,0.06110154905335628,0.67929381503566,11.0
SCITUATE,general,2014,4639,4420,219,0.0,0.04720845009700367,0.5489291208141048,3.0
SCITUATE,general,2016,6085,5677,408,0.0,0.06705012325390304,0.6874929386509999,3.0
SCITUATE,general,2018,5322,4878,444,0.0,0.0834272829763247,0.5923864648263579,3.0
SCITUATE,primary,2010,861,839,22,0.0,0.025551684088269456,0.10411124546553809,32.0
SCITUATE,primary,2012,404,386,18,0.0,0.04455445544554455,0.04746798261073904,39.0
SCITUATE,primary,2014,1840,1802,38,0.0,0.020652173913043477,0.21868314713572617,21.0
SCITUATE,primary,2016,226,217,9,0.0,0.03982300884955752,0.026312725579229247,35.0
SCITUATE,primary,2020,683,408,244,31.0,0.35724743777452417,0.07583833000222075,31.0
SMITHFIELD,general,2010,8338,7918,420,0.0,0.05037179179659391,0.5267214150347441,19.0
SMITHFIELD,general,2012,10243,9481,762,0.0,0.07439226789026653,0.6443759436336185,23.0
SMITHFIELD,general,2014,7778,7314,464,0.0,0.05965543841604526,0.4917182956125932,15.0
SMITHFIELD,general,2016,10510,9454,1056,0.0,0.10047573739295909,0.6462124938514511,22.0
SMITHFIELD,general,2018,8992,8315,677,0.0,0.0752891459074733,0.5788592764259045,5.0
SMITHFIELD,primary,2010,2290,2211,79,0.0,0.03449781659388646,0.14479924122668353,22.0
SMITHFIELD,primary,2012,1520,1447,73,0.0,0.04802631578947368,0.09566968781470292,22.0
SMITHFIELD,primary,2014,3612,3408,204,0.0,0.05647840531561462,0.2301223241590214,16.0
SMITHFIELD,primary,2016,964,886,78,0.0,0.08091286307053942,0.06042750579828245,23.0
SMITHFIELD,primary,2020,1663,763,746,154.0,0.4485868911605532,0.12932576405630297,19.0
SOUTH KINGSTOWN,general,2010,11160,10737,423,0.0,0.03790322580645161,0.5344059761528516,16.0
SOUTH KINGSTOWN,general,2012,13789,12753,1036,0.0,0.07513235187468272,0.6426640566741237,24.0
SOUTH KINGSTOWN,general,2014,10888,10199,689,0.0,0.06328067597354886,0.49246913021846306,14.0
SOUTH KINGSTOWN,general,2016,14793,12962,1831,0.0,0.12377475833164335,0.6644060184145519,12.0
SOUTH KINGSTOWN,general,2018,12858,11820,1038,0.0,0.08072795146990201,0.5683345120226309,7.0
SOUTH KINGSTOWN,primary,2010,3460,3368,92,0.0,0.026589595375722544,0.1665944436419664,15.0
SOUTH KINGSTOWN,primary,2012,2284,2188,96,0.0,0.04203152364273205,0.10704410179500398,20.0
SOUTH KINGSTOWN,primary,2014,5257,4995,262,0.0,0.04983831082366369,0.23945522456044457,11.0
SOUTH KINGSTOWN,primary,2016,2794,2656,138,0.0,0.049391553328561204,0.1277082000182832,6.0
SOUTH KINGSTOWN,primary,2020,4958,2101,2568,289.0,0.517950786607503,0.21696131629616663,3.0
TIVERTON,general,2010,5747,5561,186,0.0,0.03236471202366452,0.48889834113143343,29.0
TIVERTON,general,2012,7837,7373,464,0.0,0.059206328952405254,0.6239649681528663,31.0
TIVERTON,general,2014,5334,5076,258,0.0,0.048368953880764905,0.4195375176970269,32.0
TIVERTON,general,2016,8550,7839,711,0.0,0.08315789473684211,0.6492027334851936,21.0
TIVERTON,general,2018,6586,6182,404,0.0,0.06134224111752202,0.49716917037819885,29.0
TIVERTON,primary,2010,1233,1211,22,0.0,0.017842660178426603,0.10523171460271401,31.0
TIVERTON,primary,2012,753,733,20,0.0,0.02656042496679947,0.06032203797164143,33.0
TIVERTON,primary,2014,2108,2040,68,0.0,0.03225806451612903,0.16708941027266963,33.0
TIVERTON,primary,2016,489,464,25,0.0,0.05112474437627812,0.03793344193623458,32.0
TIVERTON,primary,2020,458,177,227,54.0,0.49563318777292575,0.1301506109690253,17.0
WARREN,general,2010,3935,3745,190,0.0,0.048284625158831,0.4827036310107949,31.0
WARREN,general,2012,4898,4541,357,0.0,0.07288689260922826,0.6302921116973362,27.0
WARREN,general,2014,3821,3604,217,0.0,0.05679141585972258,0.4770287141073658,21.0
WARREN,general,2016,5136,4708,428,0.0,0.08333333333333333,0.6339958029872855,25.0
WARREN,general,2018,4054,3764,290,0.0,0.07153428712382832,0.48855145818269463,31.0
WARREN,primary,2010,1217,1160,57,0.0,0.04683648315529992,0.14987684729064038,20.0
WARREN,primary,2012,623,588,35,0.0,0.056179775280898875,0.08100377064100897,25.0
WARREN,primary,2014,1746,1654,92,0.0,0.052691867124856816,0.21978851963746224,20.0
WARREN,primary,2016,1015,962,53,0.0,0.052216748768472904,0.12885616351402818,3.0
WARWICK,general,2010,33242,32155,1087,0.0,0.032699596895493656,0.5488920445163634,11.0
WARWICK,general,2012,40682,38688,1994,0.0,0.0490143060813136,0.6607546005294872,16.0
WARWICK,general,2014,30523,29274,1249,0.0,0.040919961995871966,0.4870743305779849,18.0
WARWICK,general,2016,41944,39140,2804,0.0,0.06685103948121304,0.6497304665716587,20.0
WARWICK,general,2018,34701,32882,1819,0.0,0.05241923863865595,0.5383923168820691,17.0
WARWICK,primary,2010,9621,9375,246,0.0,0.02556906766448394,0.159151061999603,17.0
WARWICK,primary,2012,7438,7200,238,0.0,0.03199784888410863,0.12147044894093055,15.0
WARWICK,primary,2014,15623,15170,453,0.0,0.028995711451065737,0.25086710771404713,7.0
WARWICK,primary,2016,7116,6912,204,0.0,0.02866779089376054,0.11260919103684011,8.0
WARWICK,primary,2020,10880,5440,4845,595.0,0.4453125,0.16673818427021395,10.0
WEST GREENWICH,general,2010,2565,2491,74,0.0,0.02884990253411306,0.5504291845493562,10.0
WEST GREENWICH,general,2012,3179,3036,143,0.0,0.04498269896193772,0.6477180114099429,21.0
WEST GREENWICH,general,2014,2444,2364,80,0.0,0.03273322422258593,0.47474747474747475,23.0
WEST GREENWICH,general,2016,3400,3131,269,0.0,0.07911764705882353,0.6625097427903351,13.0
WEST GREENWICH,general,2018,2863,2732,131,0.0,0.04575619979042962,0.5389683734939759,16.0
WEST GREENWICH,primary,2010,581,578,3,0.0,0.0051635111876075735,0.12467811158798284,28.0
WEST GREENWICH,primary,2012,363,353,10,0.0,0.027548209366391185,0.07406651703733932,26.0
WEST GREENWICH,primary,2014,971,954,17,0.0,0.017507723995880537,0.19001956947162427,28.0
WEST GREENWICH,primary,2016,114,112,2,0.0,0.017543859649122806,0.02261007536691789,38.0
WEST GREENWICH,primary,2020,399,187,146,66.0,0.3659147869674185,0.07403971052143254,32.0
WEST WARWICK,general,2010,8914,8614,300,0.0,0.03365492483733453,0.4693308060864529,34.0
WEST WARWICK,general,2012,11641,11082,559,0.0,0.04801992955931621,0.6133298208640674,32.0
WEST WARWICK,general,2014,8309,7924,385,0.0,0.04633529907329402,0.4248172196942584,31.0
WEST WARWICK,general,2016,12170,11571,599,0.0,0.04921939194741167,0.6191808700076317,29.0
WEST WARWICK,general,2018,9576,9084,492,0.0,0.05137844611528822,0.4764416140106473,35.0
WEST WARWICK,primary,2010,3243,3099,144,0.0,0.04440333024976873,0.1713515798372609,14.0
WEST WARWICK,primary,2012,2603,2504,99,0.0,0.03803303880138302,0.13687033336838783,13.0
WEST WARWICK,primary,2014,3738,3585,153,0.0,0.040930979133226325,0.19286930498942262,26.0
WEST WARWICK,primary,2016,1152,1090,62,0.0,0.05381944444444445,0.06062519734764762,22.0
WEST WARWICK,primary,2020,2781,1531,1138,112.0,0.40920532182668107,0.13698832569824146,16.0
WESTERLY,general,2010,7891,7539,352,0.0,0.044607781016347735,0.48171662291679385,32.0
WESTERLY,general,2012,10750,9752,998,0.0,0.09283720930232559,0.6313502084923944,26.0
WESTERLY,general,2014,7658,7177,481,0.0,0.06281013319404544,0.43258204824041124,30.0
WESTERLY,general,2016,11273,7671,3602,0.0,0.31952452763239597,0.6165162701668034,30.0
WESTERLY,general,2018,9204,7673,1531,0.0,0.1663407214254672,0.4964669076001942,30.0
WESTERLY,primary,2010,813,768,45,0.0,0.055350553505535055,0.049764338617861295,39.0
WESTERLY,primary,2012,838,779,59,0.0,0.07040572792362769,0.049492085991022915,38.0
WESTERLY,primary,2014,2158,2070,88,0.0,0.04077849860982391,0.12280202583508792,39.0
WESTERLY,primary,2016,290,265,25,0.0,0.08620689655172414,0.016282987085906794,39.0
WESTERLY,primary,2020,1346,500,724,122.0,0.537890044576523,0.07078622140415461,35.0
WOONSOCKET,general,2010,8616,8405,211,0.0,0.02448932219127205,0.37069225143053824,37.0
WOONSOCKET,general,2012,12455,11976,479,0.0,0.038458450421517465,0.5006431385159579,39.0
WOONSOCKET,general,2014,7541,7235,306,0.0,0.0405781726561464,0.28707933607431096,38.0
WOONSOCKET,general,2016,12852,12196,656,0.0,0.05104263927793339,0.46445737414621807,37.0
WOONSOCKET,general,2018,9622,9163,459,0.0,0.04770318021201413,0.3390654732539291,38.0
WOONSOCKET,primary,2010,3518,3382,136,0.0,0.038658328595793066,0.15197200743012657,18.0
WOONSOCKET,primary,2012,3468,3283,185,0.0,0.05334486735870819,0.1409297789336801,11.0
WOONSOCKET,primary,2014,3896,3704,192,0.0,0.049281314168377825,0.14957002457002458,38.0
WOONSOCKET,primary,2016,3476,3253,223,0.0,0.0641542002301496,0.12824675324675325,5.0
WOONSOCKET,primary,2020,792,483,298,11.0,0.37626262626262624,0.04746778543602038,36.0
