result.event,result.eventCode,result.eventTypeId,result.description,about.eventIdx,about.eventId,about.period,about.periodType,about.ordinalNum,about.periodTime,about.periodTimeRemaining,about.dateTime,about.goals.away,about.goals.home,data.timeout_id,game_id,game_type,home_team,away_team,away_final_score,home_final_score,timeout_team,timeout_against,score_diff,end_score_diff,before_timeout,end_result,game_seconds
Stoppage,SJS493,STOP,Visitor Timeout,287,493,3,REGULAR,3rd,18:34,01:26,2021-04-29T05:00:44Z,2,3,1,2020020781,R,San Jose Sharks,Arizona Coyotes,2,4,Arizona Coyotes,San Jose Sharks,-1.0,-2.0,losing,losing,3514
Stoppage,NJD688,STOP,Visitor Timeout,285,688,3,REGULAR,3rd,18:10,01:50,2021-04-30T01:34:01Z,2,5,1,2020020783,R,New Jersey Devils,Philadelphia Flyers,3,5,Philadelphia Flyers,New Jersey Devils,-3.0,-2.0,losing,losing,3490
Stoppage,NSH575,STOP,Home Timeout,281,575,4,OVERTIME,OT,00:58,04:02,2021-05-02T02:29:57Z,0,0,1,2020020804,R,Nashville Predators,Dallas Stars,0,1,Nashville Predators,Dallas Stars,0.0,1.0,tied,winning,3658
Stoppage,COL400,STOP,Visitor Timeout,270,400,3,REGULAR,3rd,17:47,02:13,2021-05-02T02:35:16Z,2,4,1,2020020808,R,Colorado Avalanche,San Jose Sharks,3,4,San Jose Sharks,Colorado Avalanche,-2.0,-1.0,losing,losing,3467
Stoppage,ARI689,STOP,Visitor Timeout,312,689,4,OVERTIME,OT,02:35,02:25,2021-05-02T04:39:03Z,2,2,1,2020020809,R,Arizona Coyotes,Vegas Golden Knights,3,2,Vegas Golden Knights,Arizona Coyotes,0.0,1.0,tied,winning,3755
Stoppage,NYR310,STOP,Visitor Timeout,125,310,2,REGULAR,2nd,04:35,15:25,2021-05-04T00:11:31Z,2,2,1,2020020814,R,New York Rangers,Washington Capitals,6,3,Washington Capitals,New York Rangers,0.0,3.0,tied,winning,1475
Stoppage,WPG578,STOP,Home Timeout,279,578,3,REGULAR,3rd,19:07,00:53,2021-05-09T01:27:18Z,3,1,1,2020020863,R,Winnipeg Jets,Ottawa Senators,4,2,Winnipeg Jets,Ottawa Senators,-2.0,-2.0,losing,losing,3547
Stoppage,PIT499,STOP,Visitor Timeout,332,499,3,REGULAR,3rd,18:32,01:28,2021-05-19T02:05:18Z,1,2,1,2020030112,P,Pittsburgh Penguins,New York Islanders,1,2,New York Islanders,Pittsburgh Penguins,-1.0,-1.0,losing,losing,3512
Stoppage,NYI410,STOP,Visitor Timeout,173,410,2,REGULAR,2nd,11:34,08:26,2021-05-26T23:56:54Z,3,5,1,2020030116,P,New York Islanders,Pittsburgh Penguins,3,5,Pittsburgh Penguins,New York Islanders,-2.0,-2.0,losing,losing,1894
Stoppage,MIN751,STOP,Home Timeout,314,751,3,REGULAR,3rd,18:24,01:36,2021-05-21T04:10:35Z,4,2,1,2020030163,P,Minnesota Wild,Vegas Golden Knights,5,2,Minnesota Wild,Vegas Golden Knights,-2.0,-3.0,losing,losing,3504
Stoppage,EDM626,STOP,Home Timeout,289,626,3,REGULAR,3rd,03:44,16:16,2021-05-22T03:14:09Z,0,0,1,2020030182,P,Edmonton Oilers,Winnipeg Jets,1,0,Edmonton Oilers,Winnipeg Jets,0.0,-1.0,tied,losing,2624
Stoppage,BOS616,STOP,Visitor Timeout,311,616,3,REGULAR,3rd,14:43,05:17,2021-06-08T00:59:33Z,5,3,1,2020030215,P,Boston Bruins,New York Islanders,5,4,New York Islanders,Boston Bruins,2.0,1.0,winning,winning,3283
Stoppage,NYI659,STOP,Visitor Timeout,303,659,3,REGULAR,3rd,19:01,00:59,2021-06-10T01:56:54Z,2,5,1,2020030216,P,New York Islanders,Boston Bruins,2,6,Boston Bruins,New York Islanders,-3.0,-4.0,losing,losing,3541
Stoppage,TBL492,STOP,Visitor Timeout,255,492,3,REGULAR,3rd,17:14,02:46,2021-06-05T22:36:50Z,4,6,1,2020030224,P,Tampa Bay Lightning,Carolina Hurricanes,4,6,Carolina Hurricanes,Tampa Bay Lightning,-2.0,-2.0,losing,losing,3434
Stoppage,COL778,STOP,Visitor Timeout,302,778,3,REGULAR,3rd,16:39,03:21,2021-06-03T04:49:32Z,2,2,1,2020030232,P,Colorado Avalanche,Vegas Golden Knights,2,3,Vegas Golden Knights,Colorado Avalanche,0.0,-1.0,tied,losing,3399
Stoppage,VGK817,STOP,Home Timeout,366,817,3,REGULAR,3rd,19:09,00:51,2021-06-17T03:38:45Z,3,2,1,2020030312,P,Vegas Golden Knights,Montréal Canadiens,3,2,Vegas Golden Knights,Montréal Canadiens,-1.0,-1.0,losing,losing,3549
Stoppage,MTL488,STOP,Visitor Timeout,221,488,2,REGULAR,2nd,17:50,02:10,2021-06-21T01:47:13Z,0,0,1,2020030314,P,Montréal Canadiens,Vegas Golden Knights,2,1,Vegas Golden Knights,Montréal Canadiens,0.0,1.0,tied,winning,2270
Stoppage,TBL682,STOP,Home Timeout,299,682,3,REGULAR,3rd,19:06,00:54,2021-06-13T21:36:22Z,2,1,1,2020030321,P,Tampa Bay Lightning,New York Islanders,2,1,Tampa Bay Lightning,New York Islanders,-1.0,-1.0,losing,losing,3546
Stoppage,TBL654,STOP,Home Timeout,233,654,3,REGULAR,3rd,04:41,15:19,2021-06-16T02:13:12Z,1,3,1,2020030322,P,Tampa Bay Lightning,New York Islanders,2,4,Tampa Bay Lightning,New York Islanders,2.0,2.0,winning,winning,2681
Stoppage,NYI640,STOP,Home Timeout,282,640,3,REGULAR,3rd,06:43,13:17,2021-06-20T02:22:01Z,2,3,1,2020030324,P,New York Islanders,Tampa Bay Lightning,2,3,New York Islanders,Tampa Bay Lightning,1.0,1.0,winning,winning,2803
Stoppage,NYI244,STOP,Home Timeout,159,244,2,REGULAR,2nd,08:07,11:53,2021-06-24T01:25:45Z,1,0,1,2020030326,P,New York Islanders,Tampa Bay Lightning,2,3,New York Islanders,Tampa Bay Lightning,-1.0,1.0,losing,winning,1687
Stoppage,TBL689,STOP,Visitor Timeout,333,689,3,REGULAR,3rd,19:13,00:47,2021-07-01T02:52:04Z,1,3,1,2020030412,P,Tampa Bay Lightning,Montréal Canadiens,1,3,Montréal Canadiens,Tampa Bay Lightning,-2.0,-2.0,losing,losing,3553
Stoppage,MTL24,STOP,Home Timeout,30,24,1,REGULAR,1st,03:27,16:33,2021-07-03T00:30:37Z,2,0,1,2020030413,P,Montréal Canadiens,Tampa Bay Lightning,6,3,Montréal Canadiens,Tampa Bay Lightning,-2.0,-3.0,losing,losing,207
Stoppage,MTL737,STOP,Visitor Timeout,335,737,4,OVERTIME,OT,02:27,17:33,2021-07-06T03:04:34Z,2,2,1,2020030414,P,Montréal Canadiens,Tampa Bay Lightning,2,3,Tampa Bay Lightning,Montréal Canadiens,0.0,-1.0,tied,losing,3747
