defensiveZoneFaceoffLosses,defensiveZoneFaceoffWins,defensiveZoneFaceoffs,evFaceoffs,evFaceoffsLost,evFaceoffsWon,faceoffWinPct,gameDate,gameId,gamesPlayed,homeRoad,lastName,neutralZoneFaceoffLosses,neutralZoneFaceoffWins,neutralZoneFaceoffs,offensiveZoneFaceoffLosses,offensiveZoneFaceoffWins,offensiveZoneFaceoffs,opponentTeamAbbrev,playerId,positionCode,ppFaceoffs,ppFaceoffsLost,ppFaceoffsWon,shFaceoffs,shFaceoffsLost,shFaceoffsWon,skaterFullName,teamAbbrev,totalFaceoffLosses,totalFaceoffWins,totalFaceoffs,game_type
3.0,5.0,8.0,20,7,13,0.6,2010-12-04,2010020381,1,R,Bergeron,4.0,6.0,10.0,3.0,4.0,7.0,TOR,8470638,C,2,2,0,3,1,2,Patrice Bergeron,BOS,10,15,25,2
4.0,6.0,10.0,19,9,10,0.54166,2011-01-01,2010020567,1,R,Bergeron,5.0,4.0,9.0,2.0,3.0,5.0,BUF,8470638,C,0,0,0,5,2,3,Patrice Bergeron,BOS,11,13,24,2
4.0,4.0,8.0,13,7,6,0.46153,2011-01-03,2010020581,1,R,Bergeron,1.0,2.0,3.0,2.0,0.0,2.0,TOR,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,7,6,13,2
4.0,2.0,6.0,9,4,5,0.41176,2010-10-28,2010020129,1,H,Bergeron,1.0,2.0,3.0,5.0,3.0,8.0,TOR,8470638,C,2,2,0,6,4,2,Patrice Bergeron,BOS,10,7,17,2
3.0,2.0,5.0,7,3,4,0.44444,2011-01-06,2010020597,1,H,Bergeron,0.0,0.0,0.0,2.0,2.0,4.0,MIN,8470638,C,1,1,0,1,1,0,Patrice Bergeron,BOS,5,4,9,2
4.0,4.0,8.0,21,10,11,0.5,2011-03-29,2010021134,1,H,Bergeron,3.0,5.0,8.0,4.0,2.0,6.0,CHI,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,11,11,22,2
0.0,3.0,3.0,8,1,7,0.8125,2011-03-08,2010020996,1,R,Bergeron,1.0,6.0,7.0,2.0,4.0,6.0,MTL,8470638,C,2,1,1,6,1,5,Patrice Bergeron,BOS,3,13,16,2
1.0,1.0,2.0,10,4,6,0.5,2010-11-26,2010020321,1,H,Bergeron,2.0,1.0,3.0,4.0,5.0,9.0,CAR,8470638,C,3,2,1,1,1,0,Patrice Bergeron,BOS,7,7,14,2
2.0,3.0,5.0,13,7,6,0.5,2010-11-06,2010020188,1,H,Bergeron,3.0,2.0,5.0,4.0,4.0,8.0,STL,8470638,C,2,1,1,3,1,2,Patrice Bergeron,BOS,9,9,18,2
1.0,10.0,11.0,17,7,10,0.66666,2010-11-11,2010020217,1,H,Bergeron,6.0,1.0,7.0,0.0,3.0,3.0,MTL,8470638,C,0,0,0,4,0,4,Patrice Bergeron,BOS,7,14,21,2
4.0,5.0,9.0,15,8,7,0.42857,2010-10-10,2010020024,1,R,Bergeron,1.0,3.0,4.0,7.0,1.0,8.0,PHX,8470638,C,5,4,1,1,0,1,Patrice Bergeron,BOS,12,9,21,2
1.0,4.0,5.0,12,4,8,0.72222,2011-01-20,2010020696,1,H,Bergeron,3.0,3.0,6.0,1.0,6.0,7.0,BUF,8470638,C,4,1,3,2,0,2,Patrice Bergeron,BOS,5,13,18,2
4.0,5.0,9.0,12,6,6,0.57894,2011-03-17,2010021060,1,R,Bergeron,3.0,4.0,7.0,1.0,2.0,3.0,NSH,8470638,C,2,0,2,5,2,3,Patrice Bergeron,BOS,8,11,19,2
2.0,3.0,5.0,16,8,8,0.5,2010-11-28,2010020346,1,R,Bergeron,5.0,2.0,7.0,5.0,7.0,12.0,ATL,8470638,C,6,3,3,2,1,1,Patrice Bergeron,BOS,12,12,24,2
2.0,5.0,7.0,13,4,9,0.7647,2010-12-11,2010020425,1,H,Bergeron,0.0,1.0,1.0,2.0,7.0,9.0,PHI,8470638,C,1,0,1,3,0,3,Patrice Bergeron,BOS,4,13,17,2
2.0,3.0,5.0,15,5,10,0.64705,2010-12-07,2010020401,1,H,Bergeron,1.0,7.0,8.0,3.0,1.0,4.0,BUF,8470638,C,1,1,0,1,0,1,Patrice Bergeron,BOS,6,11,17,2
4.0,6.0,10.0,16,5,11,0.65,2011-01-22,2010020714,1,R,Bergeron,3.0,2.0,5.0,0.0,5.0,5.0,COL,8470638,C,0,0,0,4,2,2,Patrice Bergeron,BOS,7,13,20,2
3.0,5.0,8.0,13,5,8,0.70588,2010-12-23,2010020506,1,H,Bergeron,0.0,1.0,1.0,2.0,6.0,8.0,ATL,8470638,C,2,0,2,2,0,2,Patrice Bergeron,BOS,5,12,17,2
1.0,1.0,2.0,12,6,6,0.53846,2011-02-27,2010020938,1,R,Bergeron,3.0,4.0,7.0,2.0,2.0,4.0,EDM,8470638,C,1,0,1,0,0,0,Patrice Bergeron,BOS,6,7,13,2
5.0,3.0,8.0,12,8,4,0.5,2011-03-31,2010021150,1,H,Bergeron,1.0,3.0,4.0,2.0,2.0,4.0,TOR,8470638,C,2,0,2,2,0,2,Patrice Bergeron,BOS,8,8,16,2
4.0,5.0,9.0,18,5,13,0.71428,2011-02-01,2010020755,1,R,Bergeron,2.0,5.0,7.0,0.0,5.0,5.0,CAR,8470638,C,0,0,0,3,1,2,Patrice Bergeron,BOS,6,15,21,2
4.0,5.0,9.0,13,5,8,0.61111,2011-01-18,2010020686,1,R,Bergeron,2.0,5.0,7.0,1.0,1.0,2.0,CAR,8470638,C,1,0,1,4,2,2,Patrice Bergeron,BOS,7,11,18,2
2.0,3.0,5.0,13,6,7,0.64705,2010-10-09,2010020012,1,H,Bergeron,1.0,2.0,3.0,3.0,6.0,9.0,PHX,8470638,C,3,0,3,1,0,1,Patrice Bergeron,BOS,6,11,17,2
4.0,0.0,4.0,9,5,4,0.38461,2011-02-15,2010020848,1,H,Bergeron,2.0,2.0,4.0,2.0,3.0,5.0,TOR,8470638,C,2,1,1,2,2,0,Patrice Bergeron,BOS,8,5,13,2
1.0,5.0,6.0,13,3,10,0.8125,2010-12-09,2010020411,1,H,Bergeron,0.0,5.0,5.0,2.0,3.0,5.0,NYI,8470638,C,0,0,0,3,0,3,Patrice Bergeron,BOS,3,13,16,2
2.0,2.0,4.0,13,6,7,0.5,2010-10-21,2010020082,1,H,Bergeron,3.0,3.0,6.0,2.0,2.0,4.0,WSH,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,7,7,14,2
5.0,10.0,15.0,23,8,15,0.66666,2010-11-10,2010020212,1,R,Bergeron,2.0,6.0,8.0,2.0,2.0,4.0,PIT,8470638,C,2,1,1,2,0,2,Patrice Bergeron,BOS,9,18,27,2
3.0,2.0,5.0,14,6,8,0.57142,2010-11-13,2010020233,1,H,Bergeron,1.0,2.0,3.0,2.0,4.0,6.0,OTT,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,6,8,14,2
2.0,4.0,6.0,12,4,8,0.73684,2010-11-20,2010020283,1,H,Bergeron,1.0,3.0,4.0,2.0,7.0,9.0,LAK,8470638,C,3,0,3,4,1,3,Patrice Bergeron,BOS,5,14,19,2
3.0,6.0,9.0,16,3,13,0.78947,2011-04-02,2010021164,1,H,Bergeron,1.0,3.0,4.0,0.0,6.0,6.0,ATL,8470638,C,0,0,0,3,1,2,Patrice Bergeron,BOS,4,15,19,2
10.0,3.0,13.0,18,12,6,0.40909,2011-01-24,2010020733,1,R,Bergeron,1.0,5.0,6.0,2.0,1.0,3.0,LAK,8470638,C,1,0,1,3,1,2,Patrice Bergeron,BOS,13,9,22,2
2.0,4.0,6.0,14,6,8,0.5625,2011-01-17,2010020677,1,H,Bergeron,4.0,3.0,7.0,1.0,2.0,3.0,CAR,8470638,C,0,0,0,2,1,1,Patrice Bergeron,BOS,7,9,16,2
3.0,5.0,8.0,15,4,11,0.72222,2011-02-17,2010020863,1,R,Bergeron,1.0,5.0,6.0,1.0,3.0,4.0,NYI,8470638,C,1,0,1,2,1,1,Patrice Bergeron,BOS,5,13,18,2
1.0,2.0,3.0,15,4,11,0.64705,2011-01-15,2010020660,1,H,Bergeron,1.0,4.0,5.0,4.0,5.0,9.0,PIT,8470638,C,1,1,0,1,1,0,Patrice Bergeron,BOS,6,11,17,2
4.0,3.0,7.0,10,6,4,0.35,2011-02-03,2010020770,1,H,Bergeron,5.0,2.0,7.0,4.0,2.0,6.0,DAL,8470638,C,5,3,2,5,4,1,Patrice Bergeron,BOS,13,7,20,2
4.0,5.0,9.0,15,5,10,0.625,2011-03-22,2010021088,1,H,Bergeron,0.0,5.0,5.0,2.0,0.0,2.0,NJD,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,6,10,16,2
6.0,2.0,8.0,15,8,7,0.5,2011-02-18,2010020873,1,R,Bergeron,4.0,6.0,10.0,2.0,4.0,6.0,OTT,8470638,C,6,3,3,3,1,2,Patrice Bergeron,BOS,12,12,24,2
10.0,2.0,12.0,12,9,3,0.22222,2010-10-19,2010020074,1,R,Bergeron,2.0,1.0,3.0,2.0,1.0,3.0,WSH,8470638,C,2,2,0,4,3,1,Patrice Bergeron,BOS,14,4,18,2
1.0,5.0,6.0,14,2,12,0.80952,2011-02-11,2010020821,1,H,Bergeron,2.0,7.0,9.0,1.0,5.0,6.0,DET,8470638,C,3,0,3,4,2,2,Patrice Bergeron,BOS,4,17,21,2
2.0,3.0,5.0,8,4,4,0.61538,2010-11-15,2010020248,1,H,Bergeron,1.0,1.0,2.0,2.0,4.0,6.0,NJD,8470638,C,5,1,4,0,0,0,Patrice Bergeron,BOS,5,8,13,2
3.0,1.0,4.0,17,8,9,0.52631,2011-03-27,2010021131,1,R,Bergeron,2.0,4.0,6.0,4.0,5.0,9.0,PHI,8470638,C,2,1,1,0,0,0,Patrice Bergeron,BOS,9,10,19,2
6.0,4.0,10.0,17,9,8,0.5,2011-03-11,2010021015,1,R,Bergeron,3.0,2.0,5.0,3.0,6.0,9.0,NYI,8470638,C,4,1,3,3,2,1,Patrice Bergeron,BOS,12,12,24,2
2.0,5.0,7.0,21,8,13,0.66666,2011-01-13,2010020646,1,H,Bergeron,4.0,6.0,10.0,2.0,5.0,7.0,PHI,8470638,C,2,0,2,1,0,1,Patrice Bergeron,BOS,8,16,24,2
4.0,5.0,9.0,14,4,10,0.64705,2011-02-22,2010020906,1,R,Bergeron,2.0,6.0,8.0,0.0,0.0,0.0,CGY,8470638,C,2,1,1,1,1,0,Patrice Bergeron,BOS,6,11,17,2
3.0,3.0,6.0,6,1,5,0.66666,2010-10-23,2010020098,1,H,Bergeron,2.0,3.0,5.0,0.0,4.0,4.0,NYR,8470638,C,3,0,3,6,4,2,Patrice Bergeron,BOS,5,10,15,2
5.0,3.0,8.0,14,7,7,0.5,2011-03-03,2010020957,1,H,Bergeron,4.0,2.0,6.0,1.0,5.0,6.0,TBL,8470638,C,2,0,2,4,3,1,Patrice Bergeron,BOS,10,10,20,2
3.0,6.0,9.0,16,8,8,0.61904,2010-11-05,2010020180,1,R,Bergeron,2.0,5.0,7.0,3.0,2.0,5.0,WSH,8470638,C,1,0,1,4,0,4,Patrice Bergeron,BOS,8,13,21,2
4.0,3.0,7.0,14,7,7,0.45,2011-02-05,2010020782,1,H,Bergeron,1.0,4.0,5.0,6.0,2.0,8.0,SJS,8470638,C,4,3,1,2,1,1,Patrice Bergeron,BOS,11,9,20,2
4.0,3.0,7.0,8,5,3,0.42857,2011-03-15,2010021044,1,R,Bergeron,2.0,2.0,4.0,2.0,1.0,3.0,CBJ,8470638,C,1,0,1,5,3,2,Patrice Bergeron,BOS,8,6,14,2
0.0,0.0,0.0,12,3,9,0.75,2010-12-20,2010020488,1,H,Bergeron,3.0,3.0,6.0,0.0,6.0,6.0,ANA,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,3,9,12,2
5.0,7.0,12.0,14,4,10,0.65,2011-03-24,2010021102,1,H,Bergeron,1.0,4.0,5.0,1.0,2.0,3.0,MTL,8470638,C,2,1,1,4,2,2,Patrice Bergeron,BOS,7,13,20,2
2.0,5.0,7.0,14,5,9,0.68421,2010-12-30,2010020552,1,R,Bergeron,2.0,4.0,6.0,2.0,4.0,6.0,ATL,8470638,C,2,0,2,3,1,2,Patrice Bergeron,BOS,6,13,19,2
5.0,8.0,13.0,19,9,10,0.57692,2011-03-10,2010021008,1,H,Bergeron,3.0,6.0,9.0,3.0,1.0,4.0,BUF,8470638,C,1,0,1,6,2,4,Patrice Bergeron,BOS,11,15,26,2
6.0,2.0,8.0,17,11,6,0.30434,2011-01-08,2010020614,1,R,Bergeron,6.0,2.0,8.0,4.0,3.0,7.0,MTL,8470638,C,1,1,0,5,4,1,Patrice Bergeron,BOS,16,7,23,2
3.0,3.0,6.0,15,8,7,0.5,2011-03-26,2010021116,1,H,Bergeron,3.0,3.0,6.0,3.0,3.0,6.0,NYR,8470638,C,0,0,0,3,1,2,Patrice Bergeron,BOS,9,9,18,2
6.0,4.0,10.0,13,6,7,0.42105,2010-12-01,2010020359,1,R,Bergeron,4.0,4.0,8.0,1.0,0.0,1.0,PHI,8470638,C,0,0,0,6,5,1,Patrice Bergeron,BOS,11,8,19,2
2.0,6.0,8.0,13,5,8,0.63157,2010-12-16,2010020463,1,R,Bergeron,3.0,3.0,6.0,2.0,3.0,5.0,MTL,8470638,C,3,1,2,3,1,2,Patrice Bergeron,BOS,7,12,19,2
4.0,3.0,7.0,7,5,2,0.4,2010-10-30,2010020145,1,R,Bergeron,1.0,1.0,2.0,1.0,0.0,1.0,OTT,8470638,C,0,0,0,3,1,2,Patrice Bergeron,BOS,6,4,10,2
3.0,3.0,6.0,10,4,6,0.53846,2010-11-22,2010020304,1,R,Bergeron,2.0,3.0,5.0,1.0,1.0,2.0,TBL,8470638,C,0,0,0,3,2,1,Patrice Bergeron,BOS,6,7,13,2
5.0,4.0,9.0,15,8,7,0.5238,2010-11-18,2010020269,1,H,Bergeron,2.0,2.0,4.0,3.0,5.0,8.0,FLA,8470638,C,1,0,1,5,2,3,Patrice Bergeron,BOS,10,11,21,2
4.0,0.0,4.0,16,10,6,0.35294,2010-12-18,2010020474,1,H,Bergeron,5.0,5.0,10.0,2.0,1.0,3.0,WSH,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,11,6,17,2
2.0,4.0,6.0,15,5,10,0.66666,2011-04-04,2010021182,1,R,Bergeron,3.0,5.0,8.0,0.0,1.0,1.0,NYR,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,5,10,15,2
5.0,3.0,8.0,12,8,4,0.375,2010-11-24,2010020315,1,R,Bergeron,1.0,1.0,2.0,4.0,2.0,6.0,FLA,8470638,C,2,0,2,2,2,0,Patrice Bergeron,BOS,10,6,16,2
6.0,3.0,9.0,11,5,6,0.38095,2010-11-03,2010020164,1,R,Bergeron,4.0,5.0,9.0,3.0,0.0,3.0,BUF,8470638,C,1,1,0,9,7,2,Patrice Bergeron,BOS,13,8,21,2
2.0,4.0,6.0,11,5,6,0.57894,2011-02-09,2010020808,1,H,Bergeron,5.0,4.0,9.0,1.0,3.0,4.0,MTL,8470638,C,3,1,2,5,2,3,Patrice Bergeron,BOS,8,11,19,2
11.0,5.0,16.0,19,8,11,0.46666,2010-11-17,2010020258,1,R,Bergeron,2.0,8.0,10.0,3.0,1.0,4.0,NYR,8470638,C,4,2,2,7,6,1,Patrice Bergeron,BOS,16,14,30,2
3.0,5.0,8.0,14,7,7,0.52631,2011-03-19,2010021072,1,R,Bergeron,3.0,4.0,7.0,3.0,1.0,4.0,TOR,8470638,C,1,1,0,4,1,3,Patrice Bergeron,BOS,9,10,19,2
3.0,4.0,7.0,11,4,7,0.57142,2010-12-27,2010020532,1,R,Bergeron,1.0,0.0,1.0,2.0,4.0,6.0,FLA,8470638,C,0,0,0,3,2,1,Patrice Bergeron,BOS,6,8,14,2
1.0,9.0,10.0,20,4,16,0.80952,2011-01-26,2010020742,1,H,Bergeron,2.0,6.0,8.0,1.0,2.0,3.0,FLA,8470638,C,0,0,0,1,0,1,Patrice Bergeron,BOS,4,17,21,2
1.0,4.0,5.0,13,5,8,0.6,2011-04-06,2010021193,1,H,Bergeron,1.0,1.0,2.0,4.0,4.0,8.0,NYI,8470638,C,2,1,1,0,0,0,Patrice Bergeron,BOS,6,9,15,2
1.0,0.0,1.0,12,8,4,0.26666,2011-02-26,2010020931,1,R,Bergeron,6.0,3.0,9.0,4.0,1.0,5.0,VAN,8470638,C,3,3,0,0,0,0,Patrice Bergeron,BOS,11,4,15,2
1.0,5.0,6.0,10,3,7,0.77777,2011-05-06,2010030224,1,H,Bergeron,1.0,5.0,6.0,2.0,4.0,6.0,PHI,8470638,C,3,1,2,5,0,5,Patrice Bergeron,BOS,4,14,18,3
4.0,7.0,11.0,10,5,5,0.52631,2011-06-06,2010030413,1,H,Bergeron,2.0,3.0,5.0,3.0,0.0,3.0,VAN,8470638,C,1,1,0,8,3,5,Patrice Bergeron,BOS,9,10,19,3
4.0,4.0,8.0,13,5,8,0.6,2011-04-30,2010030221,1,R,Bergeron,1.0,5.0,6.0,3.0,3.0,6.0,PHI,8470638,C,2,0,2,5,3,2,Patrice Bergeron,BOS,8,12,20,3
6.0,8.0,14.0,25,10,15,0.625,2011-04-27,2010030137,1,H,Bergeron,2.0,8.0,10.0,4.0,4.0,8.0,MTL,8470638,C,2,0,2,5,2,3,Patrice Bergeron,BOS,12,20,32,3
3.0,6.0,9.0,15,4,11,0.70588,2011-04-14,2010030131,1,H,Bergeron,0.0,2.0,2.0,2.0,4.0,6.0,MTL,8470638,C,0,0,0,2,1,1,Patrice Bergeron,BOS,5,12,17,3
2.0,5.0,7.0,13,5,8,0.61111,2011-06-13,2010030416,1,H,Bergeron,4.0,4.0,8.0,1.0,2.0,3.0,VAN,8470638,C,2,1,1,3,1,2,Patrice Bergeron,BOS,7,11,18,3
1.0,6.0,7.0,18,6,12,0.66666,2011-04-16,2010030132,1,H,Bergeron,4.0,2.0,6.0,2.0,6.0,8.0,MTL,8470638,C,1,1,0,2,0,2,Patrice Bergeron,BOS,7,14,21,3
4.0,5.0,9.0,14,7,7,0.58823,2011-04-18,2010030133,1,R,Bergeron,3.0,3.0,6.0,0.0,2.0,2.0,MTL,8470638,C,1,0,1,2,0,2,Patrice Bergeron,BOS,7,10,17,3
5.0,5.0,10.0,22,10,12,0.58333,2011-05-02,2010030222,1,R,Bergeron,3.0,5.0,8.0,2.0,4.0,6.0,PHI,8470638,C,1,0,1,1,0,1,Patrice Bergeron,BOS,10,14,24,3
5.0,3.0,8.0,14,8,6,0.47368,2011-05-25,2010030316,1,R,Bergeron,4.0,4.0,8.0,1.0,2.0,3.0,TBL,8470638,C,1,0,1,4,2,2,Patrice Bergeron,BOS,10,9,19,3
1.0,9.0,10.0,16,2,14,0.89473,2011-05-04,2010030223,1,H,Bergeron,1.0,5.0,6.0,0.0,3.0,3.0,PHI,8470638,C,2,0,2,1,0,1,Patrice Bergeron,BOS,2,17,19,3
4.0,4.0,8.0,18,8,10,0.55,2011-05-21,2010030314,1,R,Bergeron,2.0,3.0,5.0,3.0,4.0,7.0,TBL,8470638,C,1,0,1,1,1,0,Patrice Bergeron,BOS,9,11,20,3
5.0,5.0,10.0,17,7,10,0.5,2011-06-10,2010030415,1,R,Bergeron,3.0,3.0,6.0,5.0,5.0,10.0,VAN,8470638,C,4,3,1,5,3,2,Patrice Bergeron,BOS,13,13,26,3
5.0,7.0,12.0,13,4,9,0.57142,2011-06-01,2010030411,1,R,Bergeron,2.0,4.0,6.0,2.0,1.0,3.0,VAN,8470638,C,1,1,0,7,4,3,Patrice Bergeron,BOS,9,12,21,3
4.0,5.0,9.0,14,7,7,0.45454,2011-04-26,2010030136,1,R,Bergeron,3.0,0.0,3.0,5.0,5.0,10.0,MTL,8470638,C,5,4,1,3,1,2,Patrice Bergeron,BOS,12,10,22,3
4.0,3.0,7.0,23,8,15,0.65217,2011-05-27,2010030317,1,H,Bergeron,3.0,4.0,7.0,1.0,8.0,9.0,TBL,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,8,15,23,3
4.0,6.0,10.0,24,9,15,0.64285,2011-05-19,2010030313,1,R,Bergeron,4.0,6.0,10.0,2.0,6.0,8.0,TBL,8470638,C,2,1,1,2,0,2,Patrice Bergeron,BOS,10,18,28,3
3.0,1.0,4.0,11,6,5,0.45454,2011-06-15,2010030417,1,R,Bergeron,0.0,4.0,4.0,3.0,0.0,3.0,VAN,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,6,5,11,3
3.0,8.0,11.0,31,9,22,0.65714,2011-04-23,2010030135,1,H,Bergeron,2.0,8.0,10.0,7.0,7.0,14.0,MTL,8470638,C,3,3,0,1,0,1,Patrice Bergeron,BOS,12,23,35,3
1.0,5.0,6.0,13,4,9,0.66666,2011-06-04,2010030412,1,R,Bergeron,2.0,4.0,6.0,2.0,1.0,3.0,VAN,8470638,C,1,1,0,1,0,1,Patrice Bergeron,BOS,5,10,15,3
5.0,4.0,9.0,26,11,15,0.5862,2011-04-21,2010030134,1,R,Bergeron,1.0,5.0,6.0,6.0,8.0,14.0,MTL,8470638,C,1,0,1,2,1,1,Patrice Bergeron,BOS,12,17,29,3
5.0,2.0,7.0,9,4,5,0.4375,2011-06-08,2010030414,1,H,Bergeron,1.0,5.0,6.0,3.0,0.0,3.0,VAN,8470638,C,6,4,2,1,1,0,Patrice Bergeron,BOS,9,7,16,3
6.0,4.0,10.0,21,9,12,0.55555,2011-05-23,2010030315,1,H,Bergeron,5.0,3.0,8.0,1.0,8.0,9.0,TBL,8470638,C,0,0,0,6,3,3,Patrice Bergeron,BOS,12,15,27,3
2.0,3.0,5.0,16,6,10,0.64705,2012-02-14,2011020837,1,H,Bergeron,0.0,4.0,4.0,4.0,4.0,8.0,NYR,8470638,C,1,0,1,0,0,0,Patrice Bergeron,BOS,6,11,17,2
2.0,4.0,6.0,20,5,15,0.7619,2012-02-19,2011020876,1,R,Bergeron,3.0,6.0,9.0,0.0,6.0,6.0,MIN,8470638,C,1,0,1,0,0,0,Patrice Bergeron,BOS,5,16,21,2
1.0,8.0,9.0,17,3,14,0.82608,2011-12-03,2011020373,1,H,Bergeron,2.0,6.0,8.0,1.0,5.0,6.0,TOR,8470638,C,3,0,3,3,1,2,Patrice Bergeron,BOS,4,19,23,2
3.0,5.0,8.0,12,5,7,0.6,2012-02-25,2011020919,1,R,Bergeron,1.0,2.0,3.0,2.0,2.0,4.0,OTT,8470638,C,1,0,1,2,1,1,Patrice Bergeron,BOS,6,9,15,2
3.0,5.0,8.0,23,10,13,0.60714,2011-10-15,2011020060,1,R,Bergeron,4.0,8.0,12.0,4.0,4.0,8.0,CHI,8470638,C,3,1,2,2,0,2,Patrice Bergeron,BOS,11,17,28,2
4.0,4.0,8.0,21,8,13,0.625,2012-02-05,2011020779,1,R,Bergeron,4.0,4.0,8.0,1.0,7.0,8.0,WSH,8470638,C,3,1,2,0,0,0,Patrice Bergeron,BOS,9,15,24,2
7.0,3.0,10.0,15,8,7,0.47368,2011-12-14,2011020448,1,R,Bergeron,2.0,5.0,7.0,1.0,1.0,2.0,OTT,8470638,C,0,0,0,4,2,2,Patrice Bergeron,BOS,10,9,19,2
2.0,5.0,7.0,7,6,1,0.5,2011-10-08,2011020010,1,H,Bergeron,2.0,1.0,3.0,4.0,2.0,6.0,TBL,8470638,C,2,1,1,7,1,6,Patrice Bergeron,BOS,8,8,16,2
2.0,3.0,5.0,13,7,6,0.47058,2011-11-05,2011020184,1,R,Bergeron,5.0,4.0,9.0,2.0,1.0,3.0,TOR,8470638,C,0,0,0,4,2,2,Patrice Bergeron,BOS,9,8,17,2
3.0,3.0,6.0,14,6,8,0.5238,2011-12-31,2011020565,1,R,Bergeron,1.0,6.0,7.0,6.0,2.0,8.0,DAL,8470638,C,3,3,0,4,1,3,Patrice Bergeron,BOS,10,11,21,2
2.0,6.0,8.0,11,2,9,0.77777,2012-02-02,2011020754,1,H,Bergeron,1.0,3.0,4.0,1.0,5.0,6.0,CAR,8470638,C,3,1,2,4,1,3,Patrice Bergeron,BOS,4,14,18,2
3.0,3.0,6.0,17,8,9,0.45833,2012-01-16,2011020667,1,R,Bergeron,4.0,4.0,8.0,6.0,4.0,10.0,FLA,8470638,C,4,2,2,3,3,0,Patrice Bergeron,BOS,13,11,24,2
1.0,2.0,3.0,18,6,12,0.65217,2012-03-10,2011021014,1,H,Bergeron,2.0,7.0,9.0,5.0,6.0,11.0,WSH,8470638,C,2,1,1,3,1,2,Patrice Bergeron,BOS,8,15,23,2
2.0,5.0,7.0,12,5,7,0.69565,2011-10-12,2011020036,1,R,Bergeron,2.0,5.0,7.0,3.0,6.0,9.0,CAR,8470638,C,5,1,4,6,1,5,Patrice Bergeron,BOS,7,16,23,2
4.0,5.0,9.0,14,6,8,0.61111,2011-11-26,2011020329,1,H,Bergeron,1.0,4.0,5.0,2.0,2.0,4.0,WPG,8470638,C,1,1,0,3,0,3,Patrice Bergeron,BOS,7,11,18,2
2.0,4.0,6.0,16,5,11,0.61111,2011-10-22,2011020097,1,H,Bergeron,3.0,4.0,7.0,2.0,3.0,5.0,SJS,8470638,C,1,1,0,1,1,0,Patrice Bergeron,BOS,7,11,18,2
4.0,5.0,9.0,13,6,7,0.5,2011-11-01,2011020160,1,H,Bergeron,2.0,2.0,4.0,3.0,2.0,5.0,OTT,8470638,C,2,1,1,3,2,1,Patrice Bergeron,BOS,9,9,18,2
2.0,5.0,7.0,16,3,13,0.68421,2012-03-31,2011021169,1,R,Bergeron,3.0,5.0,8.0,1.0,3.0,4.0,NYI,8470638,C,1,1,0,2,2,0,Patrice Bergeron,BOS,6,13,19,2
6.0,4.0,10.0,11,4,7,0.55555,2011-11-23,2011020300,1,R,Bergeron,1.0,2.0,3.0,1.0,4.0,5.0,BUF,8470638,C,3,1,2,4,3,1,Patrice Bergeron,BOS,8,10,18,2
1.0,4.0,5.0,13,5,8,0.57142,2011-12-19,2011020481,1,H,Bergeron,2.0,2.0,4.0,3.0,2.0,5.0,MTL,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,6,8,14,2
2.0,5.0,7.0,15,5,10,0.5,2012-04-07,2011021216,1,H,Bergeron,4.0,4.0,8.0,4.0,1.0,5.0,BUF,8470638,C,5,5,0,0,0,0,Patrice Bergeron,BOS,10,10,20,2
3.0,4.0,7.0,17,9,8,0.47826,2012-03-04,2011020975,1,R,Bergeron,5.0,3.0,8.0,4.0,4.0,8.0,NYR,8470638,C,5,3,2,1,0,1,Patrice Bergeron,BOS,12,11,23,2
5.0,6.0,11.0,21,8,13,0.62962,2012-03-25,2011021132,1,R,Bergeron,2.0,7.0,9.0,3.0,4.0,7.0,ANA,8470638,C,2,1,1,4,1,3,Patrice Bergeron,BOS,10,17,27,2
3.0,5.0,8.0,19,6,13,0.60869,2011-11-17,2011020260,1,H,Bergeron,0.0,2.0,2.0,6.0,7.0,13.0,CBJ,8470638,C,2,2,0,2,1,1,Patrice Bergeron,BOS,9,14,23,2
5.0,5.0,10.0,12,5,7,0.52,2012-02-15,2011020847,1,R,Bergeron,3.0,4.0,7.0,4.0,4.0,8.0,MTL,8470638,C,7,4,3,6,3,3,Patrice Bergeron,BOS,12,13,25,2
1.0,4.0,5.0,15,7,8,0.47368,2011-11-10,2011020214,1,H,Bergeron,6.0,3.0,9.0,3.0,2.0,5.0,EDM,8470638,C,2,2,0,2,1,1,Patrice Bergeron,BOS,10,9,19,2
1.0,6.0,7.0,15,7,8,0.65,2011-12-06,2011020397,1,R,Bergeron,3.0,3.0,6.0,3.0,4.0,7.0,WPG,8470638,C,2,0,2,3,0,3,Patrice Bergeron,BOS,7,13,20,2
