defensiveZoneFaceoffLosses,defensiveZoneFaceoffWins,defensiveZoneFaceoffs,evFaceoffs,evFaceoffsLost,evFaceoffsWon,faceoffWinPct,gameDate,gameId,gamesPlayed,homeRoad,lastName,neutralZoneFaceoffLosses,neutralZoneFaceoffWins,neutralZoneFaceoffs,offensiveZoneFaceoffLosses,offensiveZoneFaceoffWins,offensiveZoneFaceoffs,opponentTeamAbbrev,playerId,positionCode,ppFaceoffs,ppFaceoffsLost,ppFaceoffsWon,shFaceoffs,shFaceoffsLost,shFaceoffsWon,skaterFullName,teamAbbrev,totalFaceoffLosses,totalFaceoffWins,totalFaceoffs,game_type
4.0,3.0,7.0,18,8,10,0.5,2014-05-08,2013030214,1,R,Bergeron,2.0,3.0,5.0,5.0,5.0,10.0,MTL,8470638,C,3,2,1,1,1,0,Patrice Bergeron,BOS,11,11,22,3
6.0,5.0,11.0,16,7,9,0.57692,2014-05-03,2013030212,1,H,Bergeron,3.0,7.0,10.0,2.0,3.0,5.0,MTL,8470638,C,2,0,2,8,4,4,Patrice Bergeron,BOS,11,15,26,3
2.0,5.0,7.0,23,9,14,0.65517,2014-12-31,2014020547,1,H,Bergeron,6.0,7.0,13.0,2.0,7.0,9.0,TOR,8470638,C,3,1,2,3,0,3,Patrice Bergeron,BOS,10,19,29,2
2.0,2.0,4.0,15,3,12,0.77272,2015-04-11,2014021225,1,R,Bergeron,2.0,5.0,7.0,1.0,10.0,11.0,TBL,8470638,C,4,1,3,3,1,2,Patrice Bergeron,BOS,5,17,22,2
3.0,8.0,11.0,21,11,10,0.51851,2014-11-15,2014020248,1,H,Bergeron,7.0,4.0,11.0,3.0,2.0,5.0,CAR,8470638,C,2,2,0,4,0,4,Patrice Bergeron,BOS,13,14,27,2
5.0,6.0,11.0,23,11,12,0.5625,2015-04-09,2014021207,1,R,Bergeron,4.0,9.0,13.0,5.0,3.0,8.0,FLA,8470638,C,5,1,4,4,2,2,Patrice Bergeron,BOS,14,18,32,2
7.0,6.0,13.0,17,9,8,0.48,2015-01-10,2014020613,1,R,Bergeron,3.0,3.0,6.0,3.0,3.0,6.0,PHI,8470638,C,3,1,2,5,3,2,Patrice Bergeron,BOS,13,12,25,2
4.0,7.0,11.0,20,8,12,0.53333,2015-03-14,2014021019,1,R,Bergeron,4.0,4.0,8.0,6.0,5.0,11.0,PIT,8470638,C,4,2,2,6,4,2,Patrice Bergeron,BOS,14,16,30,2
6.0,7.0,13.0,17,7,10,0.60714,2015-03-12,2014021002,1,H,Bergeron,3.0,6.0,9.0,2.0,4.0,6.0,TBL,8470638,C,7,4,3,4,0,4,Patrice Bergeron,BOS,11,17,28,2
4.0,7.0,11.0,18,8,10,0.59259,2014-11-28,2014020336,1,H,Bergeron,1.0,1.0,2.0,6.0,8.0,14.0,WPG,8470638,C,4,1,3,5,2,3,Patrice Bergeron,BOS,11,16,27,2
2.0,3.0,5.0,19,5,14,0.72,2015-03-15,2014021035,1,R,Bergeron,2.0,7.0,9.0,3.0,8.0,11.0,WSH,8470638,C,6,2,4,0,0,0,Patrice Bergeron,BOS,7,18,25,2
3.0,6.0,9.0,17,5,12,0.70833,2014-10-15,2014020047,1,R,Bergeron,3.0,4.0,7.0,1.0,7.0,8.0,DET,8470638,C,2,0,2,5,2,3,Patrice Bergeron,BOS,7,17,24,2
4.0,10.0,14.0,23,4,19,0.73529,2015-03-21,2014021071,1,R,Bergeron,1.0,6.0,7.0,4.0,9.0,13.0,FLA,8470638,C,6,3,3,5,2,3,Patrice Bergeron,BOS,9,25,34,2
6.0,8.0,14.0,18,8,10,0.54545,2014-11-18,2014020267,1,H,Bergeron,2.0,2.0,4.0,2.0,2.0,4.0,STL,8470638,C,2,1,1,2,1,1,Patrice Bergeron,BOS,10,12,22,2
4.0,3.0,7.0,14,3,11,0.73684,2015-01-03,2014020566,1,H,Bergeron,1.0,2.0,3.0,0.0,9.0,9.0,OTT,8470638,C,2,0,2,3,2,1,Patrice Bergeron,BOS,5,14,19,2
6.0,4.0,10.0,18,6,12,0.64,2014-12-04,2014020386,1,R,Bergeron,2.0,9.0,11.0,1.0,3.0,4.0,SJS,8470638,C,2,0,2,5,3,2,Patrice Bergeron,BOS,9,16,25,2
2.0,3.0,5.0,18,9,9,0.54545,2014-12-17,2014020465,1,R,Bergeron,6.0,2.0,8.0,2.0,7.0,9.0,MIN,8470638,C,4,1,3,0,0,0,Patrice Bergeron,BOS,10,12,22,2
8.0,3.0,11.0,20,11,9,0.45,2014-11-10,2014020218,1,H,Bergeron,1.0,4.0,5.0,2.0,2.0,4.0,NJD,8470638,C,0,0,0,0,0,0,Patrice Bergeron,BOS,11,9,20,2
3.0,5.0,8.0,20,8,12,0.6923,2014-12-19,2014020477,1,R,Bergeron,3.0,6.0,9.0,2.0,7.0,9.0,WPG,8470638,C,3,0,3,3,0,3,Patrice Bergeron,BOS,8,18,26,2
3.0,2.0,5.0,15,8,7,0.45,2014-11-21,2014020293,1,R,Bergeron,3.0,4.0,7.0,5.0,3.0,8.0,CBJ,8470638,C,3,2,1,2,1,1,Patrice Bergeron,BOS,11,9,20,2
4.0,4.0,8.0,19,12,7,0.32,2014-12-06,2014020400,1,R,Bergeron,6.0,2.0,8.0,7.0,2.0,9.0,ARI,8470638,C,3,2,1,3,3,0,Patrice Bergeron,BOS,17,8,25,2
1.0,6.0,7.0,11,4,7,0.5238,2015-02-20,2014020869,1,R,Bergeron,4.0,2.0,6.0,5.0,3.0,8.0,STL,8470638,C,8,5,3,2,1,1,Patrice Bergeron,BOS,10,11,21,2
2.0,9.0,11.0,18,4,14,0.73913,2015-02-04,2014020756,1,R,Bergeron,2.0,6.0,8.0,2.0,2.0,4.0,NYR,8470638,C,2,1,1,3,1,2,Patrice Bergeron,BOS,6,17,23,2
3.0,7.0,10.0,18,8,10,0.6,2014-12-16,2014020459,1,R,Bergeron,5.0,4.0,9.0,2.0,4.0,6.0,NSH,8470638,C,2,0,2,5,2,3,Patrice Bergeron,BOS,10,15,25,2
1.0,8.0,9.0,24,5,19,0.81578,2015-02-24,2014020894,1,H,Bergeron,1.0,6.0,7.0,5.0,17.0,22.0,VAN,8470638,C,12,1,11,2,1,1,Patrice Bergeron,BOS,7,31,38,2
2.0,8.0,10.0,16,5,11,0.625,2014-12-23,2014020503,1,H,Bergeron,3.0,1.0,4.0,4.0,6.0,10.0,NSH,8470638,C,5,3,2,3,1,2,Patrice Bergeron,BOS,9,15,24,2
1.0,2.0,3.0,12,4,8,0.75,2015-02-13,2014020822,1,R,Bergeron,1.0,4.0,5.0,2.0,6.0,8.0,VAN,8470638,C,3,0,3,1,0,1,Patrice Bergeron,BOS,4,12,16,2
3.0,1.0,4.0,15,7,8,0.46153,2014-12-01,2014020361,1,R,Bergeron,0.0,7.0,7.0,11.0,4.0,15.0,ANA,8470638,C,7,5,2,4,2,2,Patrice Bergeron,BOS,14,12,26,2
8.0,6.0,14.0,27,15,12,0.43243,2015-03-29,2014021131,1,R,Bergeron,10.0,1.0,11.0,3.0,9.0,12.0,CAR,8470638,C,6,3,3,4,3,1,Patrice Bergeron,BOS,21,16,37,2
2.0,5.0,7.0,20,6,14,0.70833,2014-10-25,2014020107,1,R,Bergeron,2.0,8.0,10.0,3.0,4.0,7.0,TOR,8470638,C,2,0,2,2,1,1,Patrice Bergeron,BOS,7,17,24,2
2.0,9.0,11.0,23,10,13,0.55555,2015-04-04,2014021170,1,H,Bergeron,4.0,2.0,6.0,6.0,4.0,10.0,TOR,8470638,C,4,2,2,0,0,0,Patrice Bergeron,BOS,12,15,27,2
4.0,4.0,8.0,15,3,12,0.66666,2014-10-23,2014020093,1,H,Bergeron,0.0,2.0,2.0,2.0,6.0,8.0,NYI,8470638,C,2,2,0,1,1,0,Patrice Bergeron,BOS,6,12,18,2
2.0,9.0,11.0,26,8,18,0.73333,2014-12-11,2014020421,1,H,Bergeron,4.0,7.0,11.0,2.0,6.0,8.0,CHI,8470638,C,1,0,1,3,0,3,Patrice Bergeron,BOS,8,22,30,2
2.0,4.0,6.0,20,7,13,0.71428,2015-03-17,2014021041,1,H,Bergeron,1.0,4.0,5.0,5.0,12.0,17.0,BUF,8470638,C,6,1,5,2,0,2,Patrice Bergeron,BOS,8,20,28,2
4.0,15.0,19.0,29,8,21,0.73333,2015-03-28,2014021116,1,H,Bergeron,2.0,5.0,7.0,2.0,2.0,4.0,NYR,8470638,C,1,0,1,0,0,0,Patrice Bergeron,BOS,8,22,30,2
2.0,2.0,4.0,9,3,6,0.66666,2015-01-08,2014020598,1,H,Bergeron,0.0,4.0,4.0,2.0,2.0,4.0,NJD,8470638,C,2,1,1,1,0,1,Patrice Bergeron,BOS,4,8,12,2
4.0,8.0,12.0,23,5,18,0.65517,2015-03-31,2014021142,1,H,Bergeron,3.0,7.0,10.0,3.0,4.0,7.0,FLA,8470638,C,3,2,1,3,3,0,Patrice Bergeron,BOS,10,19,29,2
1.0,4.0,5.0,16,6,10,0.7,2014-10-30,2014020138,1,R,Bergeron,2.0,3.0,5.0,3.0,7.0,10.0,BUF,8470638,C,3,0,3,1,0,1,Patrice Bergeron,BOS,6,14,20,2
5.0,6.0,11.0,12,5,7,0.6,2015-02-07,2014020775,1,H,Bergeron,0.0,2.0,2.0,3.0,4.0,7.0,NYI,8470638,C,3,2,1,5,1,4,Patrice Bergeron,BOS,8,12,20,2
6.0,4.0,10.0,19,11,8,0.40909,2014-10-21,2014020079,1,H,Bergeron,4.0,1.0,5.0,3.0,4.0,7.0,SJS,8470638,C,1,1,0,2,1,1,Patrice Bergeron,BOS,13,9,22,2
2.0,4.0,6.0,16,3,13,0.7,2015-01-29,2014020711,1,R,Bergeron,0.0,7.0,7.0,4.0,3.0,7.0,NYI,8470638,C,2,2,0,2,1,1,Patrice Bergeron,BOS,6,14,20,2
5.0,12.0,17.0,25,7,18,0.70967,2015-04-08,2014021201,1,R,Bergeron,2.0,5.0,7.0,2.0,5.0,7.0,WSH,8470638,C,0,0,0,6,2,4,Patrice Bergeron,BOS,9,22,31,2
6.0,5.0,11.0,20,11,9,0.47826,2015-02-08,2014020791,1,H,Bergeron,1.0,4.0,5.0,5.0,2.0,7.0,MTL,8470638,C,0,0,0,3,1,2,Patrice Bergeron,BOS,12,11,23,2
6.0,4.0,10.0,18,9,9,0.5,2014-11-24,2014020312,1,H,Bergeron,3.0,5.0,8.0,3.0,3.0,6.0,PIT,8470638,C,3,1,2,3,2,1,Patrice Bergeron,BOS,12,12,24,2
5.0,3.0,8.0,22,13,9,0.46153,2014-12-02,2014020371,1,R,Bergeron,4.0,5.0,9.0,5.0,4.0,9.0,LAK,8470638,C,0,0,0,4,1,3,Patrice Bergeron,BOS,14,12,26,2
5.0,4.0,9.0,13,4,9,0.66666,2015-02-27,2014020917,1,R,Bergeron,0.0,5.0,5.0,1.0,3.0,4.0,NJD,8470638,C,3,1,2,2,1,1,Patrice Bergeron,BOS,6,12,18,2
4.0,3.0,7.0,15,6,9,0.57894,2014-10-13,2014020035,1,H,Bergeron,2.0,4.0,6.0,2.0,4.0,6.0,COL,8470638,C,2,1,1,2,1,1,Patrice Bergeron,BOS,8,11,19,2
4.0,4.0,8.0,14,7,7,0.5909,2014-10-18,2014020063,1,R,Bergeron,2.0,4.0,6.0,3.0,5.0,8.0,BUF,8470638,C,4,1,3,4,1,3,Patrice Bergeron,BOS,9,13,22,2
3.0,3.0,6.0,14,6,8,0.53333,2015-01-31,2014020730,1,H,Bergeron,4.0,2.0,6.0,0.0,3.0,3.0,LAK,8470638,C,1,1,0,0,0,0,Patrice Bergeron,BOS,7,8,15,2
8.0,3.0,11.0,10,7,3,0.44444,2015-04-02,2014021156,1,R,Bergeron,2.0,3.0,5.0,0.0,2.0,2.0,DET,8470638,C,3,1,2,5,2,3,Patrice Bergeron,BOS,10,8,18,2
5.0,11.0,16.0,25,9,16,0.63888,2015-03-26,2014021101,1,H,Bergeron,5.0,4.0,9.0,3.0,8.0,11.0,ANA,8470638,C,9,3,6,2,1,1,Patrice Bergeron,BOS,13,23,36,2
6.0,5.0,11.0,15,6,9,0.58333,2015-02-22,2014020885,1,R,Bergeron,1.0,5.0,6.0,3.0,4.0,7.0,CHI,8470638,C,3,2,1,6,2,4,Patrice Bergeron,BOS,10,14,24,2
6.0,7.0,13.0,18,7,11,0.55555,2015-01-15,2014020644,1,H,Bergeron,2.0,2.0,4.0,4.0,6.0,10.0,NYR,8470638,C,5,1,4,4,4,0,Patrice Bergeron,BOS,12,15,27,2
2.0,4.0,6.0,13,4,9,0.6,2015-02-28,2014020927,1,H,Bergeron,1.0,4.0,5.0,5.0,4.0,9.0,ARI,8470638,C,5,3,2,2,1,1,Patrice Bergeron,BOS,8,12,20,2
1.0,3.0,4.0,14,6,8,0.5,2014-12-27,2014020519,1,R,Bergeron,4.0,5.0,9.0,3.0,0.0,3.0,CBJ,8470638,C,2,2,0,0,0,0,Patrice Bergeron,BOS,8,8,16,2
3.0,6.0,9.0,20,6,14,0.66666,2015-03-05,2014020956,1,H,Bergeron,2.0,6.0,8.0,3.0,4.0,7.0,CGY,8470638,C,1,1,0,3,1,2,Patrice Bergeron,BOS,8,16,24,2
3.0,5.0,8.0,15,6,9,0.54545,2014-11-06,2014020187,1,H,Bergeron,3.0,3.0,6.0,4.0,4.0,8.0,EDM,8470638,C,3,2,1,4,2,2,Patrice Bergeron,BOS,10,12,22,2
3.0,6.0,9.0,10,2,8,0.6,2015-03-08,2014020984,1,H,Bergeron,2.0,5.0,7.0,5.0,4.0,9.0,DET,8470638,C,8,3,5,7,5,2,Patrice Bergeron,BOS,10,15,25,2
9.0,8.0,17.0,23,12,11,0.56666,2015-02-16,2014020843,1,R,Bergeron,2.0,6.0,8.0,2.0,3.0,5.0,CGY,8470638,C,4,0,4,3,1,2,Patrice Bergeron,BOS,13,17,30,2
5.0,1.0,6.0,15,7,8,0.57142,2014-10-09,2014020009,1,R,Bergeron,1.0,6.0,7.0,3.0,5.0,8.0,DET,8470638,C,3,0,3,3,2,1,Patrice Bergeron,BOS,9,12,21,2
3.0,4.0,7.0,17,5,12,0.70833,2014-10-28,2014020124,1,H,Bergeron,2.0,4.0,6.0,2.0,9.0,11.0,MIN,8470638,C,5,1,4,2,1,1,Patrice Bergeron,BOS,7,17,24,2
2.0,6.0,8.0,15,5,10,0.72222,2014-12-13,2014020435,1,H,Bergeron,1.0,2.0,3.0,2.0,5.0,7.0,OTT,8470638,C,1,0,1,2,0,2,Patrice Bergeron,BOS,5,13,18,2
6.0,4.0,10.0,16,7,9,0.52173,2014-10-16,2014020053,1,R,Bergeron,4.0,5.0,9.0,1.0,3.0,4.0,MTL,8470638,C,2,1,1,5,3,2,Patrice Bergeron,BOS,11,12,23,2
7.0,6.0,13.0,16,8,8,0.57142,2015-03-19,2014021055,1,R,Bergeron,2.0,3.0,5.0,3.0,7.0,10.0,OTT,8470638,C,5,1,4,7,3,4,Patrice Bergeron,BOS,12,16,28,2
3.0,8.0,11.0,22,9,13,0.66666,2015-01-07,2014020595,1,R,Bergeron,6.0,7.0,13.0,1.0,5.0,6.0,PIT,8470638,C,4,0,4,4,1,3,Patrice Bergeron,BOS,10,20,30,2
5.0,4.0,9.0,19,10,9,0.46428,2014-11-13,2014020235,1,R,Bergeron,5.0,5.0,10.0,5.0,4.0,9.0,MTL,8470638,C,5,2,3,4,3,1,Patrice Bergeron,BOS,15,13,28,2
2.0,4.0,6.0,13,5,8,0.65217,2014-10-11,2014020018,1,H,Bergeron,2.0,5.0,7.0,4.0,6.0,10.0,WSH,8470638,C,8,2,6,2,1,1,Patrice Bergeron,BOS,8,15,23,2
1.0,2.0,3.0,17,8,9,0.57142,2014-12-21,2014020493,1,H,Bergeron,2.0,3.0,5.0,6.0,7.0,13.0,BUF,8470638,C,2,0,2,2,1,1,Patrice Bergeron,BOS,9,12,21,2
5.0,7.0,12.0,15,6,9,0.6,2015-01-17,2014020660,1,H,Bergeron,0.0,1.0,1.0,3.0,4.0,7.0,CBJ,8470638,C,1,0,1,4,2,2,Patrice Bergeron,BOS,8,12,20,2
1.0,5.0,6.0,18,7,11,0.64285,2015-02-10,2014020797,1,H,Bergeron,3.0,5.0,8.0,6.0,8.0,14.0,DAL,8470638,C,7,2,5,3,1,2,Patrice Bergeron,BOS,10,18,28,2
7.0,3.0,10.0,16,10,6,0.4,2015-03-10,2014020995,1,R,Bergeron,4.0,3.0,7.0,4.0,4.0,8.0,OTT,8470638,C,5,2,3,4,3,1,Patrice Bergeron,BOS,15,10,25,2
0.0,9.0,9.0,13,7,6,0.57894,2015-01-13,2014020630,1,H,Bergeron,4.0,0.0,4.0,4.0,2.0,6.0,TBL,8470638,C,2,1,1,4,0,4,Patrice Bergeron,BOS,8,11,19,2
4.0,9.0,13.0,19,4,15,0.75,2014-11-01,2014020153,1,H,Bergeron,1.0,4.0,5.0,1.0,5.0,6.0,OTT,8470638,C,5,2,3,0,0,0,Patrice Bergeron,BOS,6,18,24,2
2.0,8.0,10.0,19,9,10,0.53846,2015-01-21,2014020694,1,R,Bergeron,6.0,3.0,9.0,4.0,3.0,7.0,COL,8470638,C,2,1,1,5,2,3,Patrice Bergeron,BOS,12,14,26,2
8.0,4.0,12.0,19,10,9,0.5,2015-02-18,2014020857,1,R,Bergeron,3.0,4.0,7.0,3.0,6.0,9.0,EDM,8470638,C,4,1,3,5,3,2,Patrice Bergeron,BOS,14,14,28,2
5.0,7.0,12.0,12,5,7,0.63636,2015-01-20,2014020690,1,R,Bergeron,2.0,3.0,5.0,1.0,4.0,5.0,DAL,8470638,C,5,1,4,5,2,3,Patrice Bergeron,BOS,8,14,22,2
3.0,6.0,9.0,15,4,11,0.61538,2015-03-07,2014020970,1,H,Bergeron,3.0,3.0,6.0,4.0,7.0,11.0,PHI,8470638,C,10,5,5,1,1,0,Patrice Bergeron,BOS,10,16,26,2
1.0,3.0,4.0,10,2,8,0.75,2014-11-12,2014020231,1,R,Bergeron,1.0,6.0,7.0,2.0,3.0,5.0,TOR,8470638,C,4,1,3,2,1,1,Patrice Bergeron,BOS,4,12,16,2
3.0,1.0,4.0,14,8,6,0.36842,2014-11-22,2014020296,1,H,Bergeron,2.0,2.0,4.0,7.0,4.0,11.0,MTL,8470638,C,3,2,1,2,2,0,Patrice Bergeron,BOS,12,7,19,2
1.0,9.0,10.0,19,4,15,0.7826,2014-10-08,2014020002,1,H,Bergeron,0.0,5.0,5.0,4.0,4.0,8.0,PHI,8470638,C,2,0,2,2,1,1,Patrice Bergeron,BOS,5,18,23,2
2.0,1.0,3.0,17,7,10,0.57142,2015-03-22,2014021080,1,R,Bergeron,3.0,6.0,9.0,4.0,5.0,9.0,TBL,8470638,C,3,1,2,1,1,0,Patrice Bergeron,BOS,9,12,21,2
2.0,4.0,6.0,18,9,9,0.52631,2014-11-04,2014020172,1,H,Bergeron,4.0,2.0,6.0,3.0,4.0,7.0,FLA,8470638,C,0,0,0,1,0,1,Patrice Bergeron,BOS,9,10,19,2
4.0,6.0,10.0,22,6,16,0.66666,2015-01-04,2014020576,1,R,Bergeron,2.0,9.0,11.0,3.0,3.0,6.0,CAR,8470638,C,3,2,1,2,1,1,Patrice Bergeron,BOS,9,18,27,2
5.0,5.0,10.0,14,4,10,0.60714,2015-12-29,2015020541,1,H,Bergeron,3.0,6.0,9.0,3.0,6.0,9.0,OTT,8470638,C,8,3,5,6,4,2,Patrice Bergeron,BOS,11,17,28,2
8.0,4.0,12.0,20,14,6,0.41935,2016-01-25,2015020727,1,R,Bergeron,6.0,5.0,11.0,4.0,4.0,8.0,PHI,8470638,C,6,1,5,5,3,2,Patrice Bergeron,BOS,18,13,31,2
7.0,4.0,11.0,22,10,12,0.53333,2016-02-20,2015020880,1,R,Bergeron,2.0,5.0,7.0,5.0,7.0,12.0,DAL,8470638,C,7,3,4,1,1,0,Patrice Bergeron,BOS,14,16,30,2
3.0,3.0,6.0,5,2,3,0.58333,2015-11-19,2015020278,1,H,Bergeron,1.0,2.0,3.0,1.0,2.0,3.0,MIN,8470638,C,3,1,2,4,2,2,Patrice Bergeron,BOS,5,7,12,2
10.0,5.0,15.0,19,11,8,0.43333,2016-04-01,2015021163,1,R,Bergeron,6.0,4.0,10.0,1.0,4.0,5.0,STL,8470638,C,2,0,2,9,6,3,Patrice Bergeron,BOS,17,13,30,2
4.0,4.0,8.0,26,13,13,0.54285,2016-03-24,2015021101,1,H,Bergeron,5.0,7.0,12.0,7.0,8.0,15.0,FLA,8470638,C,7,2,5,2,1,1,Patrice Bergeron,BOS,16,19,35,2
6.0,5.0,11.0,12,4,8,0.66666,2015-12-16,2015020465,1,H,Bergeron,0.0,4.0,4.0,1.0,5.0,6.0,PIT,8470638,C,5,1,4,4,2,2,Patrice Bergeron,BOS,7,14,21,2
5.0,5.0,10.0,27,12,15,0.51515,2015-11-12,2015020230,1,H,Bergeron,4.0,9.0,13.0,7.0,3.0,10.0,COL,8470638,C,1,1,0,5,3,2,Patrice Bergeron,BOS,16,17,33,2
1.0,7.0,8.0,20,6,14,0.68,2016-03-23,2015021100,1,R,Bergeron,4.0,5.0,9.0,3.0,5.0,8.0,NYR,8470638,C,1,1,0,4,1,3,Patrice Bergeron,BOS,8,17,25,2
3.0,4.0,7.0,18,6,12,0.65384,2016-03-19,2015021077,1,R,Bergeron,2.0,9.0,11.0,4.0,4.0,8.0,LAK,8470638,C,6,2,4,2,1,1,Patrice Bergeron,BOS,9,17,26,2
7.0,6.0,13.0,26,10,16,0.5625,2015-12-09,2015020417,1,R,Bergeron,4.0,9.0,13.0,3.0,3.0,6.0,MTL,8470638,C,3,2,1,3,2,1,Patrice Bergeron,BOS,14,18,32,2
8.0,7.0,15.0,17,6,11,0.51851,2016-03-15,2015021046,1,R,Bergeron,2.0,3.0,5.0,3.0,4.0,7.0,SJS,8470638,C,1,1,0,9,6,3,Patrice Bergeron,BOS,13,14,27,2
5.0,4.0,9.0,17,6,11,0.53571,2015-11-17,2015020267,1,H,Bergeron,4.0,7.0,11.0,4.0,4.0,8.0,SJS,8470638,C,6,4,2,5,3,2,Patrice Bergeron,BOS,13,15,28,2
1.0,12.0,13.0,19,5,14,0.74193,2015-12-07,2015020405,1,H,Bergeron,3.0,3.0,6.0,4.0,8.0,12.0,NSH,8470638,C,4,2,2,8,1,7,Patrice Bergeron,BOS,8,23,31,2
2.0,4.0,6.0,17,5,12,0.70833,2016-01-26,2015020731,1,H,Bergeron,0.0,5.0,5.0,5.0,8.0,13.0,ANA,8470638,C,4,1,3,3,1,2,Patrice Bergeron,BOS,7,17,24,2
4.0,5.0,9.0,17,8,9,0.60869,2015-10-12,2015020032,1,H,Bergeron,2.0,5.0,7.0,3.0,4.0,7.0,TBL,8470638,C,4,0,4,2,1,1,Patrice Bergeron,BOS,9,14,23,2
5.0,10.0,15.0,20,9,11,0.5862,2015-10-30,2015020150,1,R,Bergeron,3.0,5.0,8.0,4.0,2.0,6.0,FLA,8470638,C,4,2,2,5,1,4,Patrice Bergeron,BOS,12,17,29,2
5.0,7.0,12.0,14,5,9,0.65,2015-11-14,2015020247,1,H,Bergeron,0.0,4.0,4.0,2.0,2.0,4.0,DET,8470638,C,1,1,0,5,1,4,Patrice Bergeron,BOS,7,13,20,2
7.0,4.0,11.0,23,12,11,0.44444,2016-01-09,2015020617,1,R,Bergeron,4.0,4.0,8.0,4.0,4.0,8.0,OTT,8470638,C,2,1,1,2,2,0,Patrice Bergeron,BOS,15,12,27,2
3.0,5.0,8.0,17,6,11,0.63636,2016-03-07,2015020988,1,R,Bergeron,3.0,3.0,6.0,2.0,6.0,8.0,FLA,8470638,C,2,1,1,3,1,2,Patrice Bergeron,BOS,8,14,22,2
3.0,5.0,8.0,19,8,11,0.57142,2016-01-16,2015020662,1,H,Bergeron,4.0,4.0,8.0,5.0,7.0,12.0,TOR,8470638,C,3,1,2,6,3,3,Patrice Bergeron,BOS,12,16,28,2
2.0,6.0,8.0,22,6,16,0.7,2016-04-05,2015021188,1,H,Bergeron,2.0,4.0,6.0,5.0,11.0,16.0,CAR,8470638,C,5,2,3,3,1,2,Patrice Bergeron,BOS,9,21,30,2
4.0,8.0,12.0,27,10,17,0.67741,2015-12-20,2015020494,1,H,Bergeron,1.0,3.0,4.0,5.0,10.0,15.0,NJD,8470638,C,3,0,3,1,0,1,Patrice Bergeron,BOS,10,21,31,2
3.0,3.0,6.0,12,6,6,0.5,2016-03-03,2015020954,1,H,Bergeron,2.0,2.0,4.0,2.0,2.0,4.0,CHI,8470638,C,1,0,1,1,1,0,Patrice Bergeron,BOS,7,7,14,2
7.0,4.0,11.0,22,12,10,0.46153,2015-10-21,2015020089,1,H,Bergeron,4.0,5.0,9.0,3.0,3.0,6.0,PHI,8470638,C,2,1,1,2,1,1,Patrice Bergeron,BOS,14,12,26,2
7.0,7.0,14.0,24,11,13,0.52,2016-02-24,2015020903,1,H,Bergeron,4.0,5.0,9.0,1.0,1.0,2.0,PIT,8470638,C,0,0,0,1,1,0,Patrice Bergeron,BOS,12,13,25,2
6.0,4.0,10.0,17,9,8,0.42857,2015-10-10,2015020018,1,H,Bergeron,4.0,5.0,9.0,6.0,3.0,9.0,MTL,8470638,C,5,3,2,6,4,2,Patrice Bergeron,BOS,16,12,28,2
1.0,8.0,9.0,15,6,9,0.65,2015-12-27,2015020526,1,R,Bergeron,2.0,4.0,6.0,4.0,1.0,5.0,OTT,8470638,C,3,1,2,2,0,2,Patrice Bergeron,BOS,7,13,20,2
2.0,3.0,5.0,13,8,5,0.33333,2015-11-25,2015020325,1,R,Bergeron,6.0,2.0,8.0,4.0,1.0,5.0,DET,8470638,C,5,4,1,0,0,0,Patrice Bergeron,BOS,12,6,18,2
3.0,5.0,8.0,11,4,7,0.57142,2016-01-23,2015020711,1,H,Bergeron,3.0,0.0,3.0,3.0,7.0,10.0,CBJ,8470638,C,6,3,3,4,2,2,Patrice Bergeron,BOS,9,12,21,2
7.0,5.0,12.0,19,11,8,0.45454,2016-02-09,2015020794,1,H,Bergeron,3.0,3.0,6.0,2.0,2.0,4.0,LAK,8470638,C,1,0,1,2,1,1,Patrice Bergeron,BOS,12,10,22,2
3.0,0.0,3.0,20,9,11,0.56,2016-04-03,2015021178,1,R,Bergeron,2.0,6.0,8.0,6.0,8.0,14.0,CHI,8470638,C,4,1,3,1,1,0,Patrice Bergeron,BOS,11,14,25,2
11.0,2.0,13.0,26,14,12,0.38888,2015-11-23,2015020312,1,R,Bergeron,5.0,9.0,14.0,6.0,3.0,9.0,TOR,8470638,C,4,4,0,6,4,2,Patrice Bergeron,BOS,22,14,36,2
2.0,4.0,6.0,14,4,10,0.73333,2015-12-12,2015020435,1,H,Bergeron,1.0,5.0,6.0,1.0,2.0,3.0,FLA,8470638,C,1,0,1,0,0,0,Patrice Bergeron,BOS,4,11,15,2
1.0,4.0,5.0,21,6,15,0.68,2016-02-22,2015020889,1,H,Bergeron,6.0,5.0,11.0,1.0,8.0,9.0,CBJ,8470638,C,3,2,1,1,0,1,Patrice Bergeron,BOS,8,17,25,2
2.0,4.0,6.0,9,3,6,0.5625,2015-10-14,2015020048,1,R,Bergeron,3.0,5.0,8.0,2.0,0.0,2.0,COL,8470638,C,2,2,0,5,2,3,Patrice Bergeron,BOS,7,9,16,2
5.0,5.0,10.0,17,10,7,0.53846,2016-02-11,2015020814,1,R,Bergeron,4.0,2.0,6.0,3.0,7.0,10.0,WPG,8470638,C,6,1,5,3,1,2,Patrice Bergeron,BOS,12,14,26,2
9.0,6.0,15.0,23,10,13,0.54838,2016-02-26,2015020918,1,R,Bergeron,2.0,5.0,7.0,3.0,6.0,9.0,CAR,8470638,C,5,2,3,3,2,1,Patrice Bergeron,BOS,14,17,31,2
