state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18_19,previous_day_admission_adult_covid_confirmed_18_19_coverage,previous_day_admission_adult_covid_confirmed_20_29,previous_day_admission_adult_covid_confirmed_20_29_coverage,previous_day_admission_adult_covid_confirmed_30_39,previous_day_admission_adult_covid_confirmed_30_39_coverage,previous_day_admission_adult_covid_confirmed_40_49,previous_day_admission_adult_covid_confirmed_40_49_coverage,previous_day_admission_adult_covid_confirmed_50_59,previous_day_admission_adult_covid_confirmed_50_59_coverage,previous_day_admission_adult_covid_confirmed_60_69,previous_day_admission_adult_covid_confirmed_60_69_coverage,previous_day_admission_adult_covid_confirmed_70_79,previous_day_admission_adult_covid_confirmed_70_79_coverage,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_80_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18_19,previous_day_admission_adult_covid_suspected_18_19_coverage,previous_day_admission_adult_covid_suspected_20_29,previous_day_admission_adult_covid_suspected_20_29_coverage,previous_day_admission_adult_covid_suspected_30_39,previous_day_admission_adult_covid_suspected_30_39_coverage,previous_day_admission_adult_covid_suspected_40_49,previous_day_admission_adult_covid_suspected_40_49_coverage,previous_day_admission_adult_covid_suspected_50_59,previous_day_admission_adult_covid_suspected_50_59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60_69_coverage,previous_day_admission_adult_covid_suspected_70_79,previous_day_admission_adult_covid_suspected_70_79_coverage,previous_day_admission_adult_covid_suspected_80_,previous_day_admission_adult_covid_suspected_80_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
RI,2020-09-23,2,12,1,2,12,1,3,14,2292,15,2039,15,92,14,6.0,15,0.0,14,0.0,14,0.0,14,134.0,15,9.0,14,8.0,15,92.0,14,88.0,15,0.0,14,0.0,14,165.0,15,0.8896160558464223,15,2039,2292,0.0460691036554832,14,92,1997,0.0416855459900317,14,92,2207,0.06,14.0,9.0,150.0,0.8121212121212121,15.0,134.0,165.0,,0.0,15,1.0,15,0.0,15,0.0,15,1.0,15,0.0,15,1.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-24,2,12,1,2,12,1,3,14,2307,15,2014,15,96,14,6.0,15,0.0,14,0.0,14,0.0,14,142.0,15,7.0,14,6.0,15,96.0,14,92.0,15,0.0,14,0.0,14,173.0,15,0.8729952319029042,15,2014,2307,0.0486815415821501,14,96,1972,0.0432043204320432,14,96,2222,0.0443037974683544,14.0,7.0,158.0,0.8208092485549133,15.0,142.0,173.0,,0.0,15,0.0,15,0.0,15,0.0,15,2.0,15,0.0,15,2.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-25,2,12,1,2,12,1,3,14,2283,15,2021,15,94,14,5.0,15,0.0,14,0.0,14,0.0,14,133.0,15,6.0,14,5.0,15,94.0,14,93.0,15,0.0,14,0.0,14,167.0,15,0.8852387209811652,15,2021,2283,0.0475467880627212,14,94,1977,0.0427661510464058,14,94,2198,0.0394736842105263,14.0,6.0,152.0,0.7964071856287425,15.0,133.0,167.0,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-26,2,12,1,2,12,1,5,14,2277,15,1943,15,100,14,5.0,15,0.0,14,0.0,14,0.0,14,135.0,15,6.0,14,5.0,15,100.0,14,97.0,15,0.0,14,0.0,14,169.0,15,0.8533157663592447,15,1943,2277,0.0523560209424083,14,100,1910,0.0456204379562043,14,100,2192,0.0389610389610389,14.0,6.0,154.0,0.7988165680473372,15.0,135.0,169.0,,0.0,15,0.0,15,0.0,15,0.0,15,2.0,15,2.0,15,1.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-27,2,11,1,2,11,1,5,13,2241,14,1893,14,102,13,4.0,14,1.0,13,0.0,13,0.0,13,132.0,14,6.0,13,5.0,14,101.0,13,96.0,14,1.0,13,1.0,13,166.0,14,0.8447121820615796,14,1893,2241,0.0549273021001615,13,102,1857,0.0473098330241187,13,102,2156,0.0397350993377483,13.0,6.0,151.0,0.7951807228915663,14.0,132.0,166.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,1.0,14,1.0,14,1.0,14,0.0,14,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,1.0,13,0.0,13,0.0,13,0,13,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-28,2,11,1,2,11,1,4,13,2259,14,1952,14,103,13,3.0,14,3.0,13,0.0,13,0.0,13,136.0,14,9.0,13,8.0,14,102.0,13,97.0,14,1.0,13,1.0,13,167.0,14,0.8640991589198761,14,1952,2259,0.0537578288100208,13,103,1916,0.0473781048758049,13,103,2174,0.0592105263157894,13.0,9.0,152.0,0.8143712574850299,14.0,136.0,167.0,,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,2.0,14,0.0,14,0.0,14,0.0,13,0.0,13,1.0,13,0.0,13,1.0,13,1.0,13,0.0,13,0.0,13,0.0,13,0,13,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-29,2,12,1,2,12,1,3,14,2292,15,2239,15,102,14,3.0,15,1.0,14,0.0,14,0.0,14,142.0,15,9.0,14,9.0,15,101.0,14,98.0,15,1.0,14,1.0,14,170.0,15,0.9768760907504364,15,2239,2292,0.0463004993191103,14,102,2203,0.0462165835976438,14,102,2207,0.0580645161290322,14.0,9.0,155.0,0.8352941176470589,15.0,142.0,170.0,,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,2.0,15,0.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-09-30,2,12,1,2,12,1,2,14,2319,15,2267,15,91,14,5.0,15,0.0,14,0.0,14,0.0,14,150.0,15,8.0,14,8.0,15,90.0,14,89.0,15,1.0,14,1.0,14,184.0,15,0.977576541612764,15,2267,2319,0.0408071748878923,14,91,2230,0.040734109221128,14,91,2234,0.0473372781065088,14.0,8.0,169.0,0.8152173913043478,15.0,150.0,184.0,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,2.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-01,2,12,1,2,12,1,2,14,1911,15,2207,15,98,14,6.0,15,1.0,14,0.0,14,0.0,14,135.0,15,8.0,14,9.0,15,97.0,14,97.0,15,1.0,14,1.0,14,172.0,15,1.1548927263212978,15,2207,1911,0.0452655889145496,14,98,2165,0.0536692223439211,14,98,1826,0.0509554140127388,14.0,8.0,157.0,0.7848837209302325,15.0,135.0,172.0,,0.0,15,0.0,15,1.0,15,0.0,15,3.0,15,1.0,15,1.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,2,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-02,2,12,1,2,12,1,2,14,2248,15,2180,15,94,14,10.0,15,1.0,14,1.0,14,0.0,14,141.0,15,7.0,14,6.0,15,92.0,14,91.0,15,2.0,14,2.0,14,174.0,15,0.9697508896797152,15,2180,2248,0.0438842203548085,14,94,2142,0.0434581599630143,14,94,2163,0.0440251572327044,14.0,7.0,159.0,0.8103448275862069,15.0,141.0,174.0,,0.0,15,1.0,15,0.0,15,2.0,15,3.0,15,1.0,15,0.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-03,2,12,1,2,12,1,2,14,2042,15,2130,15,96,14,3.0,15,1.0,14,0.0,14,0.0,14,138.0,15,8.0,14,7.0,15,94.0,14,87.0,15,2.0,14,2.0,14,171.0,15,1.0430950048971597,15,2130,2042,0.04569252736792,14,96,2101,0.0490546755237608,14,96,1957,0.0512820512820512,14.0,8.0,156.0,0.8070175438596491,15.0,138.0,171.0,,1.0,15,0.0,15,0.0,15,0.0,15,1.0,15,0.0,15,0.0,15,1.0,15,0.0,15,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-04,2,11,1,2,11,1,4,13,2227,14,1866,14,92,13,2.0,14,0.0,13,1.0,13,0.0,13,135.0,14,8.0,13,8.0,14,91.0,13,89.0,14,1.0,13,1.0,13,166.0,14,0.8378985181859003,14,1866,2227,0.0500271886895051,13,92,1839,0.0429505135387488,13,92,2142,0.0529801324503311,13.0,8.0,151.0,0.8132530120481928,14.0,135.0,166.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2.0,14,0.0,14,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,2,13,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-05,2,10,2,2,10,2,2,13,2196,14,1860,14,97,13,5.0,14,0.0,13,0.0,13,0.0,13,130.0,14,9.0,13,9.0,14,95.0,13,89.0,14,2.0,13,1.0,13,166.0,14,0.8469945355191257,14,1860,2196,0.0529765155652648,13,97,1831,0.0459497868308858,13,97,2111,0.0596026490066225,13.0,9.0,151.0,0.7831325301204819,14.0,130.0,166.0,,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2.0,14,2.0,14,0.0,14,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0.0,13,0,13,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-06,2,12,1,2,12,1,2,14,1888,15,2185,15,102,14,13.0,15,2.0,14,0.0,14,0.0,14,143.0,15,12.0,14,13.0,15,102.0,14,98.0,15,0.0,14,0.0,14,184.0,15,1.1573093220338984,15,2185,1888,0.0473098330241187,14,102,2156,0.0565723793677204,14,102,1803,0.0710059171597633,14.0,12.0,169.0,0.7771739130434783,15.0,143.0,184.0,,0.0,15,0.0,15,3.0,15,0.0,15,0.0,15,4.0,15,2.0,15,4.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-07,3,11,1,2,12,1,4,14,2284,15,2041,14,124,14,4.0,15,0.0,14,1.0,14,0.0,14,144.0,15,12.0,14,13.0,15,112.0,14,111.0,15,12.0,14,12.0,14,172.0,15,0.8936077057793345,14,2041,2284,0.0617529880478087,13,124,2008,0.0563892678490222,14,124,2199,0.0764331210191082,14.0,12.0,157.0,0.8372093023255814,15.0,144.0,172.0,,0.0,15,1.0,15,0.0,15,0.0,15,1.0,15,0.0,15,0.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-08,3,11,1,2,12,1,4,14,2330,15,2077,14,110,14,4.0,15,1.0,14,0.0,14,0.0,14,141.0,15,11.0,14,12.0,15,109.0,14,108.0,15,1.0,14,1.0,14,175.0,15,0.8914163090128755,14,2077,2330,0.0539480137322216,13,110,2039,0.0489977728285077,14,110,2245,0.06875,14.0,11.0,160.0,0.8057142857142857,15.0,141.0,175.0,,0.0,15,0.0,15,1.0,15,1.0,15,0.0,15,0.0,15,2.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-09,2,11,2,2,11,2,3,14,2318,15,2068,14,116,14,13.0,15,0.0,14,0.0,14,0.0,14,137.0,15,10.0,14,12.0,15,115.0,14,116.0,15,1.0,14,1.0,14,171.0,15,0.8921484037963762,14,2068,2318,0.0572274296990626,13,116,2027,0.0519480519480519,14,116,2233,0.0641025641025641,14.0,10.0,156.0,0.8011695906432749,15.0,137.0,171.0,,0.0,15,1.0,15,1.0,15,3.0,15,1.0,15,3.0,15,2.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-10,1,13,1,1,13,1,4,14,2292,15,1966,14,116,14,6.0,15,2.0,14,0.0,14,0.0,14,158.0,15,12.0,14,13.0,15,115.0,14,112.0,15,1.0,14,1.0,14,190.0,15,0.8577661431064573,14,1966,2292,0.0604166666666666,13,116,1920,0.0525600362483008,14,116,2207,0.0685714285714285,14.0,12.0,175.0,0.8315789473684211,15.0,158.0,190.0,,0.0,15,0.0,15,0.0,15,1.0,15,1.0,15,0.0,15,2.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-11,2,12,1,2,12,1,4,14,2264,15,1899,14,122,14,10.0,15,1.0,14,0.0,14,0.0,14,145.0,15,13.0,14,14.0,15,120.0,14,118.0,15,2.0,14,2.0,14,187.0,15,0.8387809187279152,14,1899,2264,0.0658036677454153,13,122,1854,0.0559889857732905,14,122,2179,0.0755813953488372,14.0,13.0,172.0,0.7754010695187166,15.0,145.0,187.0,,0.0,15,0.0,15,0.0,15,1.0,15,1.0,15,2.0,15,3.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-12,2,12,1,2,12,1,3,14,2214,15,1877,14,123,14,3.0,15,2.0,14,0.0,14,0.0,14,142.0,15,13.0,14,14.0,15,122.0,14,118.0,15,1.0,14,1.0,14,173.0,15,0.8477868112014454,14,1877,2214,0.0669934640522875,13,123,1836,0.0577736026303428,14,123,2129,0.0822784810126582,14.0,13.0,158.0,0.8208092485549133,15.0,142.0,173.0,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,1.0,15,1.0,15,0.0,15,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,4,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-13,2,11,2,2,11,2,2,14,2258,15,1943,14,124,14,9.0,15,0.0,14,0.0,14,0.0,14,133.0,15,13.0,14,14.0,15,123.0,14,121.0,15,1.0,14,1.0,14,178.0,15,0.8604960141718335,14,1943,2258,0.065228826933193,13,124,1901,0.0570639668660837,14,124,2173,0.0797546012269938,14.0,13.0,163.0,0.7471910112359551,15.0,133.0,178.0,,0.0,15,0.0,15,0.0,15,5.0,15,2.0,15,1.0,15,0.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-14,2,12,1,2,12,1,4,14,2329,15,2055,15,128,14,6.0,15,0.0,14,0.0,14,0.0,14,140.0,15,12.0,14,12.0,15,128.0,14,124.0,15,0.0,14,0.0,14,176.0,15,0.8823529411764706,15,2055,2329,0.0634291377601585,14,128,2018,0.0570409982174688,14,128,2244,0.0745341614906832,14.0,12.0,161.0,0.7954545454545454,15.0,140.0,176.0,,0.0,15,0.0,15,0.0,15,0.0,15,0.0,15,5.0,15,0.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-15,2,12,1,2,12,1,4,14,2357,15,2055,15,133,14,9.0,15,0.0,14,0.0,14,0.0,14,145.0,15,14.0,14,14.0,15,133.0,14,131.0,15,0.0,14,0.0,14,182.0,15,0.8718710224862113,15,2055,2357,0.0659722222222222,14,133,2016,0.0585387323943661,14,133,2272,0.0838323353293413,14.0,14.0,167.0,0.7967032967032966,15.0,145.0,182.0,,0.0,15,0.0,15,0.0,15,2.0,15,1.0,15,1.0,15,3.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-16,2,12,1,2,12,1,4,14,2307,15,2067,14,126,14,4.0,15,0.0,14,0.0,14,0.0,14,141.0,15,12.0,14,12.0,15,126.0,14,126.0,15,0.0,14,0.0,14,167.0,15,0.8959687906371911,14,2067,2307,0.0620995564317397,13,126,2029,0.0567056705670567,14,126,2222,0.0789473684210526,14.0,12.0,152.0,0.844311377245509,15.0,141.0,167.0,,0.0,15,1.0,15,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-17,2,12,1,2,12,1,4,14,2270,15,1850,15,118,14,5.0,15,2.0,14,1.0,14,0.0,14,134.0,15,13.0,14,13.0,15,117.0,14,116.0,15,1.0,14,1.0,14,170.0,15,0.8149779735682819,15,1850,2270,0.0649064906490649,14,118,1818,0.0540045766590389,14,118,2185,0.0838709677419354,14.0,13.0,155.0,0.788235294117647,15.0,134.0,170.0,,0.0,15,0.0,15,1.0,15,0.0,15,0.0,15,3.0,15,0.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,1.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-18,1,12,2,1,12,2,6,14,2263,15,1884,14,132,14,11.0,15,0.0,14,0.0,14,0.0,14,134.0,15,17.0,14,17.0,15,130.0,14,123.0,15,2.0,14,2.0,14,173.0,15,0.8325231992929739,14,1884,2263,0.0713899405083829,13,132,1849,0.0606060606060606,14,132,2178,0.1075949367088607,14.0,17.0,158.0,0.7745664739884393,15.0,134.0,173.0,,0.0,15,0.0,15,0.0,15,0.0,15,3.0,15,1.0,15,2.0,15,5.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,,0,,0,,0,,0,,,0,0
RI,2020-10-19,2,12,1,2,12,1,6,14,2253,15,1897,14,132,14,9.0,15,1.0,14,0.0,14,0.0,14,135.0,15,17.0,14,16.0,15,129.0,14,127.0,15,3.0,14,3.0,14,177.0,15,0.841988459831336,14,1897,2253,0.0707016604177825,13,132,1867,0.0608856088560885,14,132,2168,0.1049382716049382,14.0,17.0,162.0,0.7627118644067796,15.0,135.0,177.0,,0.0,15,0.0,15,1.0,15,4.0,15,0.0,15,0.0,15,2.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,0.0,12,0.0,12,0.0,12,0.0,12,0.0,0.0,12,12
RI,2020-10-20,2,11,2,2,11,2,7,14,2299,15,1987,14,128,14,10.0,15,0.0,14,0.0,14,0.0,14,134.0,15,15.0,14,15.0,15,127.0,14,126.0,15,1.0,14,0.0,2,172.0,15,0.8642888212266203,14,1987,2299,0.0654731457800511,13,128,1955,0.057813911472448,14,128,2214,0.0955414012738853,14.0,15.0,157.0,0.7790697674418605,15.0,134.0,172.0,,1.0,15,1.0,15,0.0,15,1.0,15,5.0,15,0.0,15,0.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,,,,,,,0.0,13,0.0,13,0.0,13,0.0,13,0.0,5.0,12,13
RI,2020-10-21,2,12,1,2,12,1,7,14,2312,15,2018,14,137,14,14.0,15,1.0,14,0.0,14,0.0,14,142.0,15,15.0,14,15.0,15,136.0,14,135.0,15,1.0,14,0.0,1,176.0,15,0.8728373702422145,14,2018,2312,0.06912209889001,13,137,1982,0.0615177368657386,14,137,2227,0.093167701863354,14.0,15.0,161.0,0.8068181818181818,15.0,142.0,176.0,,0.0,15,0.0,15,0.0,15,1.0,15,1.0,15,3.0,15,5.0,15,3.0,15,1.0,15,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,0.0,13,0.0,13,0.0,13,0.0,13,0.0,0.0,13,13
RI,2020-10-22,2,12,1,2,12,1,8,14,2283,15,2080,14,148,14,8.0,15,0.0,14,0.0,14,0.0,14,145.0,15,15.0,14,15.0,15,145.0,14,145.0,15,1.0,14,1.0,13,178.0,15,0.9110819097678492,14,2080,2283,0.0724779627815866,13,148,2042,0.0673339399454049,14,148,2198,0.0920245398773006,14.0,15.0,163.0,0.8146067415730337,15.0,145.0,178.0,,1.0,15,0.0,15,1.0,15,1.0,15,1.0,15,0.0,15,2.0,15,1.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,0.0,14,2.0,14,0.0,14,0.0,14,0.0,6.0,14,14
RI,2020-10-23,3,11,1,3,11,1,8,14,2283,15,2052,14,156,14,17.0,15,0.0,14,2.0,14,0.0,14,145.0,15,14.0,14,14.0,15,153.0,14,152.0,15,3.0,14,3.0,13,173.0,15,0.8988173455978975,14,2052,2283,0.0775733465937344,13,156,2011,0.0709736123748862,14,156,2198,0.0886075949367088,14.0,14.0,158.0,0.838150289017341,15.0,145.0,173.0,,0.0,15,1.0,15,2.0,15,1.0,15,3.0,15,1.0,15,3.0,15,6.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,,,,,,,0.0,13,0.0,13,0.0,13,0.0,13,0.0,0.0,13,13
RI,2020-10-24,2,12,1,2,12,1,8,14,2284,15,1987,14,158,14,8.0,15,0.0,14,0.0,14,0.0,14,143.0,15,17.0,14,17.0,15,155.0,14,154.0,15,3.0,14,3.0,14,177.0,15,0.8699649737302977,14,1987,2284,0.0813175501801338,13,158,1943,0.0718508412914961,14,158,2199,0.1049382716049382,14.0,17.0,162.0,0.807909604519774,15.0,143.0,177.0,,0.0,15,1.0,15,1.0,15,1.0,15,3.0,15,0.0,15,1.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,,,,,,,0.0,13,0.0,13,0.0,13,0.0,13,1.0,0.0,13,13
RI,2020-10-25,2,12,1,2,12,1,7,14,2271,15,1931,14,164,14,4.0,15,2.0,14,0.0,14,0.0,14,135.0,15,16.0,14,16.0,15,163.0,14,158.0,15,1.0,14,1.0,14,180.0,15,0.8502862175253192,14,1931,2271,0.0868184224457384,13,164,1889,0.0750228728270814,14,164,2186,0.0969696969696969,14.0,16.0,165.0,0.75,15.0,135.0,180.0,,0.0,15,0.0,15,0.0,15,1.0,15,0.0,15,1.0,15,2.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,1.0,14,1,14,,,,,,,0.0,13,0.0,13,0.0,13,0.0,13,1.0,0.0,13,13
