state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator,geocoded_state,previous_day_admission_adult_covid_confirmed_18_19,previous_day_admission_adult_covid_confirmed_18_19_coverage,previous_day_admission_adult_covid_confirmed_20_29,previous_day_admission_adult_covid_confirmed_20_29_coverage,previous_day_admission_adult_covid_confirmed_30_39,previous_day_admission_adult_covid_confirmed_30_39_coverage,previous_day_admission_adult_covid_confirmed_40_49,previous_day_admission_adult_covid_confirmed_40_49_coverage,previous_day_admission_adult_covid_confirmed_50_59,previous_day_admission_adult_covid_confirmed_50_59_coverage,previous_day_admission_adult_covid_confirmed_60_69,previous_day_admission_adult_covid_confirmed_60_69_coverage,previous_day_admission_adult_covid_confirmed_70_79,previous_day_admission_adult_covid_confirmed_70_79_coverage,previous_day_admission_adult_covid_confirmed_80,previous_day_admission_adult_covid_confirmed_80_coverage,previous_day_admission_adult_covid_confirmed_unknown,previous_day_admission_adult_covid_confirmed_unknown_coverage,previous_day_admission_adult_covid_suspected_18_19,previous_day_admission_adult_covid_suspected_18_19_coverage,previous_day_admission_adult_covid_suspected_20_29,previous_day_admission_adult_covid_suspected_20_29_coverage,previous_day_admission_adult_covid_suspected_30_39,previous_day_admission_adult_covid_suspected_30_39_coverage,previous_day_admission_adult_covid_suspected_40_49,previous_day_admission_adult_covid_suspected_40_49_coverage,previous_day_admission_adult_covid_suspected_50_59,previous_day_admission_adult_covid_suspected_50_59_coverage,previous_day_admission_adult_covid_suspected_60_69,previous_day_admission_adult_covid_suspected_60_69_coverage,previous_day_admission_adult_covid_suspected_70_79,previous_day_admission_adult_covid_suspected_70_79_coverage,previous_day_admission_adult_covid_suspected_80_,previous_day_admission_adult_covid_suspected_80_coverage,previous_day_admission_adult_covid_suspected_unknown,previous_day_admission_adult_covid_suspected_unknown_coverage,deaths_covid,deaths_covid_coverage,on_hand_supply_therapeutic_a_casirivimab_imdevimab_courses,on_hand_supply_therapeutic_b_bamlanivimab_courses,on_hand_supply_therapeutic_c_bamlanivimab_etesevimab_courses,previous_week_therapeutic_a_casirivimab_imdevimab_courses_used,previous_week_therapeutic_b_bamlanivimab_courses_used,previous_week_therapeutic_c_bamlanivimab_etesevimab_courses_used,icu_patients_confirmed_influenza,icu_patients_confirmed_influenza_coverage,previous_day_admission_influenza_confirmed,previous_day_admission_influenza_confirmed_coverage,previous_day_deaths_covid_and_influenza,previous_day_deaths_covid_and_influenza_coverage,previous_day_deaths_influenza,previous_day_deaths_influenza_coverage,total_patients_hospitalized_confirmed_influenza,total_patients_hospitalized_confirmed_influenza_and_covid,total_patients_hospitalized_confirmed_influenza_and_covid_coverage,total_patients_hospitalized_confirmed_influenza_coverage
RI,2021-02-19,4,10,1,4,10,1,6,14,2362,15,2351,15,223,14,11.0,15,1.0,14,1.0,14,0.0,14,139.0,15,29.0,14,29.0,15,222.0,14,181.0,15,1.0,14,1.0,14,178.0,15,0.9953429297205758,15,2351,2362,0.0969565217391304,14,223,2300,0.0977212971078001,14,223,2282,0.1801242236024844,14.0,29.0,161.0,0.7808988764044944,15.0,139.0,178.0,,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,3.0,15,4.0,15,1.0,15,2.0,15,0.0,14,0.0,14,0.0,14,0.0,14,1.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,384.0,1765.0,,0.0,17.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,1.0,14,14
RI,2021-02-20,4,10,1,4,10,1,20,14,2330,15,2298,15,212,14,14.0,15,0.0,14,0.0,14,0.0,14,134.0,15,27.0,14,27.0,15,212.0,14,173.0,15,0.0,14,0.0,14,168.0,15,0.9862660944206008,15,2298,2330,0.0944320712694877,14,212,2245,0.0941385435168739,14,212,2252,0.1788079470198675,14.0,27.0,151.0,0.7976190476190477,15.0,134.0,168.0,,0.0,15,1.0,15,1.0,15,0.0,15,1.0,15,3.0,15,4.0,15,4.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,384.0,1732.0,,0.0,13.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-02-21,4,10,1,4,10,1,7,14,2314,15,2247,15,211,14,21.0,15,0.0,14,0.0,14,0.0,14,125.0,15,25.0,14,25.0,15,211.0,14,173.0,15,0.0,14,0.0,14,164.0,15,0.9710458081244598,15,2247,2314,0.0959963603275705,14,211,2198,0.094407158836689,14,211,2235,0.1700680272108843,14.0,25.0,147.0,0.7621951219512195,15.0,125.0,164.0,,0.0,15,0.0,15,0.0,15,3.0,15,6.0,15,2.0,15,5.0,15,5.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,384.0,1736.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,1.0,14,14
RI,2021-02-22,4,10,1,4,10,1,7,14,2296,15,2227,15,211,14,4.0,15,0.0,14,0.0,14,0.0,14,132.0,15,26.0,14,26.0,15,211.0,14,173.0,15,0.0,14,0.0,14,174.0,15,0.9699477351916376,15,2227,2296,0.0969669117647058,14,211,2176,0.0951307484220018,14,211,2218,0.1656050955414012,14.0,26.0,157.0,0.7586206896551724,15.0,132.0,174.0,,0.0,15,0.0,15,1.0,15,0.0,15,0.0,15,0.0,15,2.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,384.0,1732.0,,0.0,10.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,1.0,14,14
RI,2021-02-23,4,10,1,4,10,1,7,14,2330,15,2290,15,207,14,8.0,15,0.0,14,0.0,14,0.0,14,138.0,15,27.0,14,26.0,15,207.0,14,169.0,15,0.0,14,0.0,14,179.0,15,0.9828326180257512,15,2290,2330,0.0924932975871313,14,207,2238,0.0919591292758773,14,207,2251,0.1677018633540372,14.0,27.0,161.0,0.770949720670391,15.0,138.0,179.0,,0.0,15,1.0,15,2.0,15,0.0,15,1.0,15,1.0,15,3.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,360.0,1836.0,,0.0,6.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,1.0,14,14
RI,2021-02-24,4,10,1,4,10,1,6,14,2473,15,2327,15,202,14,18.0,15,0.0,14,0.0,14,0.0,14,150.0,15,28.0,14,26.0,15,201.0,14,162.0,15,1.0,14,1.0,14,179.0,15,0.9409623938536192,15,2327,2473,0.0886742756804214,14,202,2278,0.0843776106934001,14,202,2394,0.1739130434782608,14.0,28.0,161.0,0.8379888268156425,15.0,150.0,179.0,,0.0,15,0.0,15,3.0,15,4.0,15,1.0,15,2.0,15,5.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,384.0,1839.0,,0.0,108.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-02-25,4,10,1,4,10,1,6,14,2513,15,2299,15,210,14,19.0,15,0.0,14,0.0,14,0.0,14,144.0,15,28.0,14,27.0,15,209.0,14,171.0,15,1.0,14,1.0,14,179.0,15,0.9148428173497812,15,2299,2513,0.0930438635356668,14,210,2257,0.0862422997946611,14,210,2435,0.1728395061728395,14.0,28.0,162.0,0.8044692737430168,15.0,144.0,179.0,,0.0,15,3.0,15,2.0,15,2.0,15,1.0,15,4.0,15,3.0,15,3.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,293.0,1842.0,,0.0,5.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-02-26,4,10,1,4,10,1,6,14,2544,15,2415,15,207,14,14.0,15,0.0,14,0.0,14,0.0,14,142.0,15,27.0,14,26.0,15,206.0,14,168.0,15,1.0,14,1.0,14,179.0,15,0.9492924528301888,15,2415,2544,0.0873049346267397,14,207,2371,0.083941605839416,14,207,2466,0.1666666666666666,14.0,27.0,162.0,0.7932960893854749,15.0,142.0,179.0,,0.0,15,1.0,15,1.0,15,1.0,15,4.0,15,1.0,15,3.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,293.0,1830.0,,0.0,4.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-02-27,4,10,1,4,10,1,5,14,2503,15,2296,15,206,14,11.0,15,0.0,14,0.0,14,0.0,14,141.0,15,26.0,14,26.0,15,206.0,14,167.0,15,0.0,14,0.0,14,173.0,15,0.9172992409109068,15,2296,2503,0.0911907923860115,14,206,2259,0.0849484536082474,14,206,2425,0.1666666666666666,14.0,26.0,156.0,0.815028901734104,15.0,141.0,173.0,,0.0,15,0.0,15,1.0,15,2.0,15,1.0,15,3.0,15,2.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,293.0,1813.0,,0.0,5.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,15.0,14,14
RI,2021-02-28,4,10,1,4,10,1,19,14,2243,15,1966,15,202,14,5.0,15,0.0,14,0.0,14,0.0,14,136.0,15,24.0,14,24.0,15,202.0,14,164.0,15,0.0,14,0.0,14,175.0,15,0.8765046812304949,15,1966,2243,0.1046632124352331,14,202,1930,0.0933025404157043,14,202,2165,0.1518987341772152,14.0,24.0,158.0,0.7771428571428571,15.0,136.0,175.0,,0.0,15,0.0,15,0.0,15,0.0,15,2.0,15,1.0,15,0.0,15,1.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,293.0,1804.0,,0.0,5.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,17.0,14,14
RI,2021-03-01,4,10,1,4,10,1,6,14,2451,15,2238,15,201,14,5.0,15,0.0,14,0.0,14,0.0,14,135.0,15,24.0,14,24.0,15,201.0,14,162.0,15,0.0,14,0.0,14,176.0,15,0.9130966952264382,15,2238,2451,0.091156462585034,14,201,2205,0.0847029077117572,14,201,2373,0.1509433962264151,14.0,24.0,159.0,0.7670454545454546,15.0,135.0,176.0,,0.0,15,1.0,15,0.0,15,0.0,15,1.0,15,1.0,15,2.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,293.0,1805.0,,0.0,6.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-02,4,10,1,4,10,1,6,14,2489,15,2300,15,194,14,13.0,15,0.0,14,0.0,14,0.0,14,134.0,15,21.0,14,21.0,15,194.0,14,155.0,15,0.0,14,0.0,14,181.0,15,0.9240658899156288,15,2300,2489,0.0858027421494913,14,194,2261,0.0804979253112033,14,194,2410,0.1280487804878048,14.0,21.0,164.0,0.7403314917127072,15.0,134.0,181.0,,0.0,15,0.0,15,0.0,15,1.0,15,4.0,15,2.0,15,3.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,293.0,1788.0,,0.0,6.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-03,4,10,1,4,10,1,5,14,2515,15,2364,15,195,14,17.0,15,0.0,14,0.0,14,0.0,14,139.0,15,20.0,14,20.0,15,194.0,14,156.0,15,1.0,14,1.0,14,180.0,15,0.9399602385685883,15,2364,2515,0.0840155105557949,14,195,2321,0.079950799507995,14,195,2439,0.1226993865030674,14.0,20.0,163.0,0.7722222222222223,15.0,139.0,180.0,,0.0,15,3.0,15,2.0,15,0.0,15,4.0,15,2.0,15,3.0,15,2.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,293.0,1779.0,,0.0,113.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-04,3,10,2,3,10,2,4,14,2512,15,2371,15,193,14,7.0,15,0.0,14,1.0,14,0.0,14,135.0,15,21.0,14,22.0,15,192.0,14,153.0,15,1.0,14,1.0,14,184.0,15,0.9438694267515924,15,2371,2512,0.0829394069617533,14,193,2327,0.0792607802874743,14,193,2435,0.1257485029940119,14.0,21.0,167.0,0.7336956521739131,15.0,135.0,184.0,,1.0,15,2.0,15,1.0,15,1.0,15,0.0,15,0.0,15,1.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,293.0,1752.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-05,4,9,2,4,9,2,4,14,2475,15,2342,15,181,14,16.0,15,0.0,14,0.0,14,0.0,14,143.0,15,22.0,14,23.0,15,181.0,14,144.0,15,0.0,14,0.0,14,180.0,15,0.9462626262626262,15,2342,2475,0.0787641427328111,14,181,2298,0.0754795663052543,14,181,2398,0.1349693251533742,14.0,22.0,163.0,0.7944444444444444,15.0,143.0,180.0,,1.0,15,2.0,15,0.0,15,0.0,15,4.0,15,5.0,15,1.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,293.0,1746.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,1.0,14,1.0,1.0,14,14
RI,2021-03-06,4,10,1,4,10,1,18,14,2297,14,2006,14,183,13,16.0,15,0.0,14,0.0,14,0.0,14,140.0,14,21.0,13,21.0,14,183.0,13,143.0,14,0.0,13,0.0,13,172.0,14,0.8733130169786678,14,2006,2297,0.0933673469387755,13,183,1960,0.0824695808922938,13,183,2219,0.1354838709677419,13.0,21.0,155.0,0.813953488372093,14.0,140.0,172.0,,0.0,15,0.0,15,1.0,15,1.0,15,1.0,15,4.0,15,5.0,15,4.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,293.0,1713.0,,0.0,7.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-03-07,3,11,1,3,11,1,4,14,2456,15,2230,15,176,14,11.0,15,0.0,14,0.0,14,0.0,14,137.0,15,19.0,14,19.0,15,176.0,14,137.0,15,0.0,14,0.0,14,172.0,15,0.9079804560260586,15,2230,2456,0.0805491990846681,14,176,2185,0.0739806641445985,14,176,2379,0.1225806451612903,14.0,19.0,155.0,0.7965116279069767,15.0,137.0,172.0,,0.0,15,1.0,15,1.0,15,2.0,15,2.0,15,2.0,15,3.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,293.0,1717.0,,0.0,7.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-03-08,4,9,2,4,9,2,4,14,2465,15,2257,15,187,14,10.0,15,0.0,14,0.0,14,0.0,14,136.0,15,18.0,14,20.0,15,187.0,14,151.0,15,0.0,14,0.0,14,178.0,15,0.9156186612576064,15,2257,2465,0.084730403262347,14,187,2207,0.0783082077051926,14,187,2388,0.1118012422360248,14.0,18.0,161.0,0.7640449438202247,15.0,136.0,178.0,,0.0,15,1.0,15,0.0,15,1.0,15,2.0,15,4.0,15,1.0,15,0.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,293.0,1715.0,,0.0,6.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-09,4,10,1,4,10,1,5,14,2497,15,2367,15,194,14,20.0,15,0.0,14,2.0,14,0.0,14,152.0,15,22.0,14,23.0,15,192.0,14,154.0,15,2.0,14,2.0,14,182.0,15,0.947937525030036,15,2367,2497,0.083692838654012,14,194,2318,0.0801652892561983,14,194,2420,0.1333333333333333,14.0,22.0,165.0,0.8351648351648352,15.0,152.0,182.0,,0.0,15,2.0,15,2.0,15,2.0,15,4.0,15,2.0,15,5.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,1,14,293.0,1702.0,,0.0,4.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-10,4,10,1,4,10,1,6,14,2477,15,2365,15,187,14,16.0,15,0.0,14,0.0,14,0.0,14,163.0,15,22.0,14,23.0,15,185.0,14,147.0,15,2.0,14,2.0,14,188.0,15,0.9547840129188534,15,2365,2477,0.0807426597582038,14,187,2316,0.0779166666666666,14,187,2400,0.1286549707602339,14.0,22.0,171.0,0.8670212765957447,15.0,163.0,188.0,,1.0,15,1.0,15,0.0,15,1.0,15,1.0,15,5.0,15,3.0,15,3.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,287.0,1668.0,,0.0,125.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-11,4,10,1,4,10,1,6,14,2476,15,2309,15,177,14,10.0,15,0.0,14,1.0,14,0.0,14,138.0,15,22.0,14,23.0,15,175.0,14,139.0,15,2.0,14,2.0,14,176.0,15,0.9325525040387722,15,2309,2476,0.0781456953642384,14,177,2265,0.07371928363182,14,177,2401,0.1383647798742138,14.0,22.0,159.0,0.7840909090909091,15.0,138.0,176.0,,0.0,15,0.0,15,1.0,15,1.0,15,2.0,15,3.0,15,2.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,287.0,1667.0,,0.0,1.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-12,4,10,1,4,10,1,5,14,2479,15,2319,15,186,14,14.0,15,0.0,14,0.0,14,0.0,14,146.0,15,22.0,14,23.0,15,185.0,14,149.0,15,1.0,14,1.0,14,188.0,15,0.9354578459056072,15,2319,2479,0.0817582417582417,14,186,2275,0.0775646371976647,14,186,2398,0.1286549707602339,14.0,22.0,171.0,0.776595744680851,15.0,146.0,188.0,,0.0,15,2.0,15,1.0,15,2.0,15,1.0,15,2.0,15,4.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,3,14,284.0,1660.0,,0.0,1.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-13,3,11,1,3,11,1,6,14,2422,15,2278,15,177,14,12.0,15,0.0,14,0.0,14,0.0,14,140.0,15,21.0,14,22.0,15,176.0,14,140.0,15,1.0,14,1.0,14,177.0,15,0.9405450041288193,15,2278,2422,0.0790178571428571,14,177,2240,0.0754797441364605,14,177,2345,0.13125,14.0,21.0,160.0,0.7909604519774012,15.0,140.0,177.0,,0.0,15,1.0,15,0.0,15,1.0,15,2.0,15,4.0,15,2.0,15,1.0,15,1.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,284.0,1633.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,23.0,14,14
RI,2021-03-14,3,10,2,3,10,2,20,14,2220,15,1894,15,173,14,6.0,15,0.0,14,0.0,14,0.0,14,131.0,15,18.0,14,19.0,15,172.0,14,136.0,15,1.0,14,1.0,14,181.0,15,0.8531531531531531,15,1894,2220,0.0932614555256064,14,173,1855,0.0806526806526806,14,173,2145,0.1097560975609756,14.0,18.0,164.0,0.7237569060773481,15.0,131.0,181.0,,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,2.0,15,2.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,3,14,284.0,1633.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-03-15,4,10,1,4,10,1,20,14,2252,15,1902,15,172,14,7.0,15,0.0,14,0.0,14,0.0,14,124.0,15,14.0,14,15.0,15,172.0,14,136.0,15,0.0,14,0.0,14,178.0,15,0.844582593250444,15,1902,2252,0.0924731182795698,14,172,1860,0.0790078089113458,14,172,2177,0.0869565217391304,14.0,14.0,161.0,0.6966292134831461,15.0,124.0,178.0,,0.0,15,0.0,15,0.0,15,1.0,15,2.0,15,2.0,15,1.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,284.0,1633.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-03-16,4,9,2,4,9,2,6,14,2507,15,2290,15,170,14,9.0,15,0.0,14,0.0,14,0.0,14,136.0,15,15.0,14,17.0,15,170.0,14,134.0,15,0.0,14,0.0,14,178.0,15,0.9134423613881132,15,2290,2507,0.0757238307349666,14,170,2245,0.0699013157894736,14,170,2432,0.093167701863354,14.0,15.0,161.0,0.7640449438202247,15.0,136.0,178.0,,0.0,15,1.0,15,1.0,15,0.0,15,5.0,15,1.0,15,0.0,15,1.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,284.0,1618.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-17,4,9,2,4,9,2,7,14,2410,15,2285,15,176,14,15.0,15,0.0,14,0.0,14,0.0,14,142.0,15,14.0,14,16.0,15,176.0,14,138.0,15,0.0,14,0.0,14,180.0,15,0.9481327800829876,15,2285,2410,0.0787472035794183,14,176,2235,0.075439348478354,14,176,2333,0.0858895705521472,14.0,14.0,163.0,0.7888888888888889,15.0,142.0,180.0,,0.0,15,0.0,15,1.0,15,1.0,15,3.0,15,3.0,15,4.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,3,14,278.0,1621.0,,9.0,77.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-18,4,10,1,4,10,1,7,14,2494,15,2333,15,173,14,12.0,15,0.0,14,0.0,14,0.0,14,143.0,15,16.0,14,18.0,15,173.0,14,137.0,15,0.0,14,0.0,14,177.0,15,0.9354450681635926,15,2333,2494,0.0755458515283842,14,173,2290,0.0715763342987174,14,173,2417,0.1,14.0,16.0,160.0,0.807909604519774,15.0,143.0,177.0,,0.0,15,1.0,15,0.0,15,3.0,15,1.0,15,3.0,15,4.0,15,0.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0,14,278.0,1544.0,,0.0,7.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-19,5,9,1,5,9,1,8,14,2483,15,2325,15,165,14,6.0,15,0.0,14,0.0,14,0.0,14,131.0,15,12.0,14,14.0,15,165.0,14,129.0,15,0.0,14,0.0,14,175.0,15,0.936367297623842,15,2325,2483,0.0722100656455142,14,165,2285,0.0686356073211314,14,165,2404,0.0759493670886076,14.0,12.0,158.0,0.7485714285714286,15.0,131.0,175.0,,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,1.0,15,1.0,15,3.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,2,14,272.0,1237.0,,0.0,8.0,,0.0,14,0.0,14,0.0,14,0.0,14,1.0,1.0,14,14
RI,2021-03-20,4,10,1,4,10,1,21,14,2257,15,1972,15,161,14,7.0,15,0.0,14,0.0,14,0.0,14,131.0,15,15.0,14,18.0,15,160.0,14,125.0,15,1.0,14,1.0,14,168.0,15,0.8737261852015951,15,1972,2257,0.0835495588998443,14,161,1927,0.0739889705882353,14,161,2176,0.1,14.0,15.0,150.0,0.7797619047619048,15.0,131.0,168.0,,0.0,15,0.0,15,0.0,15,0.0,15,1.0,15,4.0,15,0.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,272.0,934.0,,0.0,3.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
RI,2021-03-21,4,10,1,4,10,1,21,14,2219,15,1902,15,162,14,12.0,15,0.0,14,0.0,14,0.0,14,123.0,15,15.0,14,18.0,15,161.0,14,127.0,15,1.0,14,1.0,14,167.0,15,0.8571428571428571,15,1902,2219,0.0870499731327243,14,162,1861,0.0757009345794392,14,162,2140,0.1006711409395973,14.0,15.0,149.0,0.7365269461077845,15.0,123.0,167.0,,0.0,15,1.0,15,1.0,15,0.0,15,2.0,15,3.0,15,3.0,15,2.0,15,0.0,15,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,0.0,14,4,14,272.0,1210.0,,0.0,3.0,,0.0,14,0.0,14,0.0,14,0.0,14,0.0,0.0,14,14
